"","x","y","celltypes"
"247",253.815965117941,-652.479817676533,"Erythroid"
"248",254.599356923714,-689.100880954896,"Low quality"
"249",282.531095670952,-759.092183252873,"Lateral plate mesoderm"
"250",255.277290390547,-715.043809059984,"Gut tube"
"251",278.635568440871,-729.198420076746,"Lateral plate mesoderm"
"252",259.260328786468,-618.102016791281,"Low quality"
"253",257.889493280534,-759.3790681824,"Gut tube"
"254",281.253366265166,-749.99004817471,"Lateral plate mesoderm"
"255",259.281269176282,-659.215509130379,"Endothelium"
"256",281.358189817813,-618.187506366879,"Endothelium"
"257",256.184556140076,-752.42355095397,"Gut tube"
"258",280.726079289312,-623.804637071257,"Haematoendothelial progenitors"
"259",258.555085715408,-746.011721794107,"Gut tube"
"260",280.731919611532,-605.650882615092,"Gut tube"
"261",157.744869463303,-581.508561195622,"Haematoendothelial progenitors"
"262",156.73247004628,-665.891192462879,"Lateral plate mesoderm"
"263",258.882331046129,-736.12786284311,"Gut tube"
"264",288.20444467945,-610.744407050822,"Haematoendothelial progenitors"
"265",258.424469342446,-704.641607478295,"Endothelium"
"266",281.614277467962,-742.974594068876,"Lateral plate mesoderm"
"267",258.673322165697,-570.771234182777,"Endothelium"
"268",259.91508100928,-666.703046568803,"Endothelium"
"269",287.580644949995,-601.347202291006,"Gut tube"
"270",261.308701912505,-605.460979996135,"Erythroid"
"271",287.097408624889,-725.783914332941,"Lateral plate mesoderm"
"272",259.906923443925,-675.719721277412,"Endothelium"
"273",292.090950080926,-717.045896419152,"Lateral plate mesoderm"
"274",261.088802090919,-628.714705411993,"Low quality"
"275",292.960985312168,-769.091776241723,"Lateral plate mesoderm"
"276",263.898427155646,-726.873932079135,"Haematoendothelial progenitors"
"277",288.560748361321,-748.035815922971,"Lateral plate mesoderm"
"278",263.546245068942,-712.703308847523,"Endothelium"
"279",286.470649199162,-741.131785249424,"Lateral plate mesoderm"
"280",262.332374891932,-649.066671158442,"Endothelium"
"281",291.966364580737,-733.946168573049,"Lateral plate mesoderm"
"282",156.960330253325,-687.145839084577,"Erythroid"
"283",157.531883582884,-645.036000992249,"Allantois"
"284",263.257934169959,-638.773226239198,"Endothelium"
"285",289.450208081708,-619.743095577044,"Gut tube"
"286",263.507736267044,-753.33804895317,"Gut tube"
"287",288.597211124859,-700.502602868947,"Lateral plate mesoderm"
"288",264.017207542759,-596.560748356131,"Erythroid"
"289",290.113788759657,-593.000469342926,"Endothelium"
"290",264.555187157248,-567.601248200637,"Erythroid"
"291",288.661012166306,-567.235106043184,"Endothelium"
"292",265.714953323297,-760.878700843864,"Gut tube"
"293",291.452616750995,-707.424185471532,"Lateral plate mesoderm"
"294",265.86844069708,-673.896797817485,"Endothelium"
"295",292.370845577626,-578.351262833199,"Gut tube"
"296",270.133864830437,-748.174767221668,"Gut tube"
"297",292.866000623144,-741.391691255646,"Lateral plate mesoderm"
"298",292.596965101982,-572.408718195246,"Gut tube"
"299",296.077636840065,-756.641479073693,"Lateral plate mesoderm"
"300",268.092414976572,-622.40921528502,"Gut tube"
"301",295.829693107917,-586.532625202536,"Gut tube"
"302",158.524985000964,-755.793433423664,"Erythroid"
"303",160.159132736369,-637.667915046413,"Lateral plate mesoderm"
"304",268.247094583346,-665.248948071569,"Endothelium"
"305",294.333332744399,-567.134504519057,"Endothelium"
"306",268.77248605133,-610.880109541241,"Gut tube"
"307",294.644496874152,-699.247419266041,"Lateral plate mesoderm"
"308",273.457633991184,-736.87076833396,"Lateral plate mesoderm"
"309",269.683787945815,-658.134251854397,"Endothelium"
"310",295.495185110388,-726.569376202755,"Lateral plate mesoderm"
"311",270.910805597688,-633.090378169153,"Gut tube"
"312",299.942880477027,-596.945955217855,"Haematoendothelial progenitors"
"313",271.349872067958,-602.546037337942,"Gut tube"
"314",269.654969547253,-638.717606383639,"Gut tube"
"315",297.647661846533,-744.778148278608,"Lateral plate mesoderm"
"316",271.111566761763,-727.91510112421,"Lateral plate mesoderm"
"317",298.7049691136,-608.19555432231,"Haematoendothelial progenitors"
"318",272.297571678157,-651.412166550063,"Endothelium"
"319",299.814067697683,-573.015881056012,"Gut tube"
"320",272.173683625779,-715.34171982193,"Lateral plate mesoderm"
"321",302.53145765204,-707.497100259214,"Lateral plate mesoderm"
"322",158.935324255697,-726.789969887398,"Erythroid"
"323",158.28774136039,-622.539810925877,"Lateral plate mesoderm"
"324",303.04522512895,-731.81467131654,"Lateral plate mesoderm"
"325",274.177534578746,-592.089322138642,"Endothelium"
"326",300.73800334582,-696.814336553083,"Lateral plate mesoderm"
"327",276.110207305389,-642.88132352796,"Gut tube"
"328",303.866124438483,-718.499117033494,"Lateral plate mesoderm"
"329",302.623896234682,-687.343256929189,"Lateral plate mesoderm"
"330",272.899465423937,-762.054887982281,"Haematoendothelial progenitors"
"331",302.349353289103,-582.173458813108,"Gut tube"
"332",273.940374968279,-614.686000187417,"Gut tube"
"333",304.26485795538,-567.175778788334,"Gut tube"
"334",275.495620433992,-673.447678499135,"Low quality"
"335",307.036495555938,-745.628356075292,"Lateral plate mesoderm"
"336",278.407760552779,-767.322137201616,"Lateral plate mesoderm"
"337",308.141965159518,-757.07531392915,"Lateral plate mesoderm"
"338",280.390510443433,-721.682001610336,"Lateral plate mesoderm"
"339",303.977034199759,-671.510048150147,"Lateral plate mesoderm"
"340",274.697820011919,-663.501750160533,"Endothelium"
"341",306.98151320289,-608.354389356525,"Endothelium"
"342",160.364665186167,-614.350626179424,"Lateral plate mesoderm"
"343",158.653555860103,-570.82476254488,"Endothelium"
"344",275.78411706806,-629.459144334496,"Gut tube"
"345",306.554018993951,-701.307093570857,"Lateral plate mesoderm"
"346",276.262723769499,-622.591985471969,"Gut tube"
"347",306.343905684994,-693.381063600501,"Lateral plate mesoderm"
"348",278.305134938514,-729.529955945898,"Lateral plate mesoderm"
"349",305.984789508135,-657.347620135459,"Allantois"
"350",281.083109883074,-709.679871951356,"Lateral plate mesoderm"
"351",308.199250796413,-576.18970065402,"Gut tube"
"352",282.386135659727,-756.422118203577,"Haematoendothelial progenitors"
"353",307.903442514394,-581.230904846163,"Gut tube"
"354",282.048984809928,-663.188765128278,"Endothelium"
"355",278.937890337775,-603.420191641355,"Gut tube"
"356",280.791923880474,-635.40382829438,"Gut tube"
"357",312.067280136666,-597.884190484316,"Endothelium"
"358",283.044838620488,-748.39844481082,"Lateral plate mesoderm"
"359",311.95007846603,-572.537765725652,"Gut tube"
"360",280.219334709022,-612.374106088236,"Gut tube"
"361",311.187984952872,-587.087690104978,"Endothelium"
"362",165.233708678913,-602.767152066978,"Lateral plate mesoderm"
"363",161.728619586451,-658.264881932297,"Lateral plate mesoderm"
"364",287.793156495054,-656.547563574528,"Haematoendothelial progenitors"
"365",309.861645660034,-648.163049294422,"Spinal cord"
"366",281.38396395139,-625.626989076171,"Gut tube"
"367",309.984004594217,-652.874727905901,"Low quality"
"368",284.103989217977,-740.443709573168,"Lateral plate mesoderm"
"369",314.196190460986,-731.914785716055,"Lateral plate mesoderm"
"370",282.453705737121,-630.164945142702,"Gut tube"
"371",313.218307213025,-714.756708183346,"Lateral plate mesoderm"
"372",284.593064351841,-596.845711577528,"Gut tube"
"373",312.481693171395,-688.448000243377,"Lateral plate mesoderm"
"374",282.485675353865,-620.551382106745,"Low quality"
"375",313.901691215839,-703.101676757619,"Lateral plate mesoderm"
"376",285.607980228484,-616.359677195837,"Gut tube"
"377",283.409339444948,-582.48987616382,"Gut tube"
"378",317.303214071847,-612.647827148547,"Endothelium"
"379",285.211124081648,-698.591874685685,"Lateral plate mesoderm"
"380",316.729398648825,-567.975407385939,"Endothelium"
"381",285.441943473889,-589.582396241828,"Gut tube"
"382",159.446833212243,-719.217420720653,"Erythroid"
"383",161.195284701148,-629.515948839353,"Lateral plate mesoderm"
"384",284.529894732692,-732.844757738551,"Lateral plate mesoderm"
"385",317.564229939014,-626.68409783807,"Lateral plate mesoderm"
"386",283.885905507786,-575.781360369256,"Gut tube"
"387",318.180603532684,-744.83837809304,"Lateral plate mesoderm"
"388",286.577999680989,-642.150350872299,"Gut tube"
"389",321.027633824545,-697.59347927189,"Lateral plate mesoderm"
"390",287.13533230074,-603.490597254863,"Gut tube"
"391",320.97314318872,-715.262135771922,"Lateral plate mesoderm"
"392",286.636024338121,-764.773855647446,"Lateral plate mesoderm"
"393",321.692085163774,-681.39545841383,"Lateral plate mesoderm"
"394",323.907161988724,-668.248723940646,"Lateral plate mesoderm"
"395",289.359601835388,-705.935650990843,"Lateral plate mesoderm"
"396",319.560666888507,-641.905927990892,"Lateral plate mesoderm"
"397",286.371421131212,-609.260550684902,"Gut tube"
"398",325.709453509418,-584.594633473899,"Endothelium"
"399",293.858978807964,-773.386726293516,"Lateral plate mesoderm"
"400",322.116232491068,-603.835233890671,"Haematoendothelial progenitors"
"401",287.701025347454,-632.884113185318,"Gut tube"
"402",324.69084901836,-572.72455981856,"Endothelium"
"403",149.899624115622,-742.644773982334,"Low quality"
"404",160.84550935289,-568.25196166833,"Lateral plate mesoderm"
"405",160.385890563572,-726.237734804466,"Erythroid"
"406",289.354928536827,-624.037756059897,"Gut tube"
"407",322.598366131472,-634.978773939704,"Lateral plate mesoderm"
"408",291.541642078571,-570.216823579072,"Gut tube"
"409",324.993228241758,-595.314800470226,"Endothelium"
"410",291.951324362195,-723.373588475934,"Lateral plate mesoderm"
"411",323.975264786219,-652.112503776598,"Lateral plate mesoderm"
"412",292.24305941222,-743.237541955773,"Lateral plate mesoderm"
"413",325.953738122557,-710.841505419727,"Lateral plate mesoderm"
"414",292.430734896021,-690.984702659559,"Mixed mesenchymal mesoderm"
"415",323.829051287469,-660.386453018702,"Lateral plate mesoderm"
"416",291.178766167173,-578.770201489532,"Gut tube"
"417",323.84602629943,-617.108704735207,"Lateral plate mesoderm"
"418",294.131281320377,-648.423394378944,"Lateral plate mesoderm"
"419",325.061428464926,-625.066206352361,"Lateral plate mesoderm"
"420",291.17773212525,-584.609826660613,"Gut tube"
"421",327.982763427716,-644.728559633523,"Lateral plate mesoderm"
"422",293.558345893535,-734.408587709933,"Lateral plate mesoderm"
"423",329.697838288806,-692.193140005854,"Lateral plate mesoderm"
"424",294.590585477759,-598.859166715523,"Gut tube"
"425",329.792991243198,-635.09107049527,"Lateral plate mesoderm"
"426",162.60680902601,-736.204408998762,"Erythroid"
"427",160.934162014219,-720.808596198176,"Erythroid"
"428",292.75646512265,-609.561176547997,"Gut tube"
"429",328.582137251462,-609.841785301337,"Lateral plate mesoderm"
"430",299.040706996539,-755.496287699687,"Lateral plate mesoderm"
"431",329.052905319087,-618.71947231231,"Lateral plate mesoderm"
"432",292.603192932931,-672.210275192231,"Haematoendothelial progenitors"
"433",332.630082688627,-704.606785362875,"Lateral plate mesoderm"
"434",293.319806485224,-638.735746277982,"Gut tube"
"435",332.038057307901,-659.321197935645,"Haematoendothelial progenitors"
"436",293.989423125289,-617.198832597514,"Gut tube"
"437",333.377253913888,-680.735838090512,"Lateral plate mesoderm"
"438",295.967658343804,-677.546794363416,"Haematoendothelial progenitors"
"439",334.566147381492,-597.983842641307,"Lateral plate mesoderm"
"440",295.608120594087,-632.568083228688,"Gut tube"
"441",331.523290489669,-566.739497502383,"Endothelium"
"442",297.662046805061,-591.528556314326,"Gut tube"
"443",333.758477394882,-623.108761991399,"Lateral plate mesoderm"
"444",293.994288892054,-762.233209089947,"Lateral plate mesoderm"
"445",336.83688322276,-615.501831041393,"Lateral plate mesoderm"
"446",336.55186114707,-628.603986085007,"Lateral plate mesoderm"
"447",161.854429635862,-567.831493452011,"Neural crest"
"448",295.921441464537,-707.304544022988,"Lateral plate mesoderm"
"449",333.676634471393,-669.333549275551,"Lateral plate mesoderm"
"450",298.047615788892,-655.267374266883,"Mixed mesenchymal mesoderm"
"451",337.245944862992,-650.345814251631,"Lateral plate mesoderm"
"452",295.961040150385,-585.072957508729,"Gut tube"
"453",335.040295903089,-608.067483537022,"Lateral plate mesoderm"
"454",301.494154580685,-719.011132505371,"Lateral plate mesoderm"
"455",337.119746468055,-573.493116246217,"Haematoendothelial progenitors"
"456",300.970334598674,-694.343699509059,"Mixed mesenchymal mesoderm"
"457",336.510291262721,-642.470771477763,"Lateral plate mesoderm"
"458",299.975219158689,-627.333647134315,"Gut tube"
"459",337.502554277446,-695.2798449717,"Lateral plate mesoderm"
"460",301.237981196636,-747.363075051191,"Lateral plate mesoderm"
"461",338.44635351584,-634.4585588973,"Endothelium"
"462",298.432967730967,-609.041300782863,"Gut tube"
"463",339.328305225048,-583.282454464975,"Lateral plate mesoderm"
"464",299.121280952626,-576.24517155514,"Gut tube"
"465",341.660412420439,-567.669175688444,"Haematoendothelial progenitors"
"466",297.860679203544,-566.930671142325,"Gut tube"
"467",342.498197403322,-677.493302466714,"Lateral plate mesoderm"
"468",162.128523783278,-661.188525520543,"Endothelium"
"469",302.949959457435,-680.917119914699,"Lateral plate mesoderm"
"470",341.668651881324,-689.843834842386,"Lateral plate mesoderm"
"471",301.286684067342,-641.958756042293,"Lateral plate mesoderm"
"472",341.99775937094,-667.696675807978,"Mixed mesenchymal mesoderm"
"473",302.743289328807,-731.524865530988,"Lateral plate mesoderm"
"474",343.702492485893,-658.105260191747,"Lateral plate mesoderm"
"475",304.183489838666,-707.624240969286,"Lateral plate mesoderm"
"476",344.109501338532,-639.927707620029,"Lateral plate mesoderm"
"477",301.579354862089,-583.410778131661,"Gut tube"
"478",343.39080581591,-622.649803990591,"Lateral plate mesoderm"
"479",301.569612363929,-780.587279503536,"Lateral plate mesoderm"
"480",341.575498178392,-608.181910844639,"Lateral plate mesoderm"
"481",302.157957606696,-660.982793766182,"Lateral plate mesoderm"
"482",342.075753950084,-594.518099053369,"Lateral plate mesoderm"
"483",306.97348614763,-666.907339682485,"Lateral plate mesoderm"
"484",347.954093940191,-604.377516094342,"Lateral plate mesoderm"
"485",303.508998747303,-765.447110485166,"Lateral plate mesoderm"
"486",348.085733610374,-630.443368174077,"Lateral plate mesoderm"
"487",304.29885828406,-621.8249819992,"Gut tube"
"488",345.135323627841,-580.043724680859,"Lateral plate mesoderm"
"489",164.885777301554,-621.034408177847,"Lateral plate mesoderm"
"490",162.06419181567,-733.186361585254,"Erythroid"
"491",302.880494764195,-602.958614540864,"Gut tube"
"492",348.733830783328,-614.98307242709,"Lateral plate mesoderm"
"493",305.871534087612,-740.55699037911,"Lateral plate mesoderm"
"494",347.58109441812,-587.206809291568,"Lateral plate mesoderm"
"495",306.192419497824,-568.273042009535,"Gut tube"
"496",351.727724635164,-649.197538082637,"Lateral plate mesoderm"
