"","x","y","celltype"
"73",693.366978317499,606.929094530642,"B"
"74",667.549861595035,1375.94612687826,"A"
"75",952.702490147203,693.021816201508,"B"
"76",1784.39667169005,1416.97801090777,"A"
"77",1728.67894126102,371.875953860581,"A"
"78",779.979086946696,52.5056212209165,"A"
"79",1554.64139766991,1520.35915246233,"A"
"80",1921.23599443585,1697.97165133059,"A"
"81",869.318969547749,436.83410435915,"A"
"82",1425.02935742959,1642.71654887125,"A"
"83",799.988737795502,866.334897000343,"C"
"84",650.704303756356,1456.14137873054,"A"
"85",1514.17429605499,913.652708288282,"A"
"86",405.384510289878,748.487579170614,"A"
"87",1422.24244493991,1854.12285849452,"A"
"88",243.383842054754,452.776832506061,"A"
"89",490.977027919143,322.875042445958,"A"
"90",286.60875884816,534.110646229237,"A"
"91",479.25883019343,450.328330043703,"A"
"92",117.868754547089,366.860463749617,"A"
"93",1284.57651706412,179.787053726614,"A"
"94",1752.53842538223,386.710675898939,"A"
"95",1557.82935488969,1192.32976995409,"A"
"96",1594.61765177548,1333.25210399926,"A"
"97",910.54890723899,774.513997603208,"B"
"98",820.168164093047,425.365398172289,"A"
"99",1621.74048554152,1509.48972441256,"A"
"100",1209.86658055335,1890.59201208875,"A"
"101",1309.44785615429,448.859300930053,"A"
"102",706.394543871284,213.12381606549,"A"
"103",540.520291775465,1383.96468060091,"A"
"104",1985.3681223467,1106.74287332222,"A"
"105",1266.98652887717,387.971102260053,"A"
"106",426.416270434856,1727.96843480319,"A"
"107",258.74469615519,1906.55620768666,"A"
"108",956.236068625003,1006.17394037545,"C"
"109",1848.14893966541,0.600798986852169,"A"
"110",1197.52193428576,1600.32957978547,"A"
"111",1952.34138984233,203.891849610955,"A"
"112",1463.58502376825,1390.2296978049,"A"
"113",713.453824166209,66.3140746764839,"A"
"114",862.947381101549,652.541008777916,"C"
"115",296.423121355474,603.33409300074,"A"
"116",26.1551509611309,1429.4052105397,"A"
"117",1431.13213218749,48.9895134232938,"A"
"118",206.368471495807,1448.67806602269,"A"
"119",892.568697221577,1753.92102776095,"A"
"120",1280.20209027454,871.720117516816,"B"
"121",1983.67724008858,274.406257085502,"A"
"122",991.187155712396,284.698353148997,"A"
"123",968.699048738927,1739.61086664349,"A"
"124",346.884669736028,944.518072064966,"A"
"125",1509.64188901708,1909.46415392682,"A"
"126",907.790978439152,460.46424144879,"A"
"127",1022.33956754208,474.924656562507,"A"
"128",415.090226568282,1897.68087491393,"A"
"129",457.316285464913,890.536029823124,"A"
"130",1191.42399262637,40.7847631722689,"A"
"131",1149.74439656362,1177.33255075291,"B"
"132",154.128760565072,192.795994225889,"A"
"133",71.081159170717,1729.49312301353,"A"
"134",1285.59098439291,1649.06423678622,"A"
"135",1857.23039926961,1859.7378754057,"A"
"136",1196.18484470993,231.045587453991,"A"
"137",1121.80149601772,1720.44480126351,"A"
"138",1052.05544782802,200.185067486018,"A"
"139",1970.19044775516,1936.06520816684,"A"
"140",1015.28364466503,1124.71855944023,"C"
"141",1365.57615734637,1589.16433621198,"A"
"142",1203.08243529871,950.053865555674,"B"
"143",477.737355511636,148.205738980323,"A"
"144",516.331853345037,1037.10646741092,"B"
"145",1458.61924672499,623.003047890961,"A"
"146",905.141662806273,1489.07270142809,"B"
"147",350.253536831588,39.0115808695555,"A"
"148",1493.39653924108,1889.54836269841,"A"
"149",209.975280798972,1390.33225551248,"A"
"150",1729.08989805728,1296.60209733993,"A"
"151",1229.28994335234,1409.01973610744,"B"
"152",1114.31907769293,332.150714006275,"A"
"153",657.554638106376,44.4153882563114,"A"
"154",906.262890901417,184.132433030754,"A"
"155",1000.88194524869,1115.2712055482,"B"
"156",361.732722260058,497.034876141697,"A"
"157",1059.26120560616,1963.24431383982,"A"
"158",150.551491416991,7.23697245121002,"A"
"159",555.511865299195,1094.49493419379,"C"
"160",425.399038475007,821.229533292353,"A"
"161",569.580961950123,1125.54250191897,"B"
"162",1790.18820589408,850.787025410682,"A"
"163",892.470646649599,1639.68883827329,"A"
"164",1559.96977956966,491.186577361077,"A"
"165",1761.23806973919,330.179963260889,"A"
"166",826.248419005424,351.828413084149,"A"
"167",127.616961020976,1075.98196854815,"A"
"168",670.974983368069,1992.20020137727,"A"
"169",1447.45189324021,294.130861759186,"A"
"170",675.230666995049,375.973659101874,"A"
"171",1260.82824496552,1090.59955039993,"B"
"172",1681.22910801321,995.973311364651,"A"
"173",1712.26332942024,773.439045995474,"A"
"174",782.718562055379,783.514737617224,"C"
"175",760.987771209329,1202.51735858619,"B"
"176",1790.89085198939,613.32921590656,"A"
"177",1288.63152582198,924.954089336097,"B"
"178",1482.15729743242,1651.26734832302,"A"
"179",1210.60689305887,263.085963204503,"A"
"180",1806.16322299466,999.777411110699,"A"
"181",587.460310198367,361.98711162433,"A"
"182",382.520219776779,1159.13295187056,"A"
"183",1772.90188660845,417.363037820905,"A"
"184",1006.67897146195,566.853907890618,"B"
"185",1754.11508604884,1423.29702014104,"A"
"186",378.387244883925,1730.99771514535,"A"
"187",1516.20610477403,72.3559535108507,"A"
"188",1448.99778533727,924.023426603526,"B"
"189",1887.44963658974,1026.86968445778,"A"
"190",1095.29317403212,122.28533346206,"A"
"191",1423.48773544654,6.2820971943438,"A"
"192",777.810199651867,1843.2587091811,"A"
"193",201.74625236541,426.88949406147,"A"
"194",1854.60417717695,403.93507340923,"A"
"195",566.465000621974,21.7583430930972,"A"
"196",1181.14631762728,953.227492049336,"B"
"197",220.721209887415,308.516984339803,"A"
"198",1681.01406423375,748.919547069818,"A"
"199",635.927368886769,435.395341832191,"A"
"200",1565.7026739791,1776.35721862316,"A"
"201",535.016414709389,105.197847820818,"A"
"202",437.290569767356,1429.96889445931,"A"
"203",1033.59367279336,534.460007678717,"B"
"204",537.901184055954,1654.53636553138,"A"
"205",362.336654681712,723.780436906964,"A"
"206",1037.15227497742,1367.5152445212,"C"
"207",1125.56587159634,971.43071051687,"B"
"208",258.313708938658,306.827674154192,"A"
"209",512.73520803079,44.6140072308481,"A"
"210",1435.87055196986,1796.69457254931,"A"
"211",1922.81987285241,131.111069116741,"A"
"212",200.281693134457,209.160116035491,"A"
"213",1526.44537901506,902.446432504803,"A"
"214",1895.93270933256,1125.38603693247,"A"
"215",1637.26937677711,362.926743924618,"A"
"216",616.584661416709,1128.00908833742,"C"
"217",1299.15892099962,1924.21001987532,"A"
"218",1906.71090222895,31.4594213850796,"A"
"219",1907.46530005708,532.91958430782,"A"
"220",679.958406835794,1566.4846431464,"A"
"221",524.948220234364,1791.32743179798,"A"
"222",330.907866358757,314.984057098627,"A"
"223",644.33611324057,321.702889632434,"A"
"224",1020.25041310117,1542.80656622723,"A"
"225",1847.93694270775,934.437523130327,"A"
"226",1021.91939670593,882.323866710067,"B"
"227",515.242521651089,1267.69603742287,"A"
"228",92.9217739030719,594.323196448386,"A"
"229",835.71251668036,529.262424912304,"B"
"230",1708.00300454721,741.505493875593,"A"
"231",694.461355451494,1209.53249605373,"C"
"232",262.884641066194,1366.10624799505,"A"
"233",748.973729088902,935.504066757858,"C"
"234",1262.84045679495,1504.99767204747,"A"
"235",780.15786735341,33.5438088513911,"A"
"236",1379.25569759682,615.174670703709,"A"
"237",1378.82682494819,629.073332063854,"A"
"238",1109.80124631897,1613.65404399112,"A"
"239",859.248815570027,705.573310609907,"C"
"240",905.440125614405,1592.64866868034,"A"
"241",612.886517774314,75.416068546474,"A"
"242",1156.70788800344,1782.10937138647,"A"
"243",1820.74060849845,1293.71214983985,"A"
"244",285.208164248616,190.44034415856,"A"
"245",830.095250625163,1465.74485488236,"B"
"246",421.851501334459,1354.8538563773,"A"
"247",857.500741723925,1481.87429504469,"A"
"248",265.379950404167,123.504494316876,"A"
"249",920.192891731858,732.168722432107,"B"
"250",1885.91411849484,1365.27162790298,"A"
"251",1523.94772320986,1737.09871759638,"A"
"252",1865.8196576871,1836.97659196332,"A"
"253",941.356995142996,1406.91208932549,"B"
"254",1207.17613538727,425.047927070409,"A"
"255",969.979361165315,385.917240288109,"A"
"256",217.61263301596,129.370513372123,"A"
"257",495.453665964305,1326.58945396543,"A"
"258",997.029061429203,1969.58850789815,"A"
"259",745.733416173607,478.89596177265,"A"
"260",1869.38274046406,1947.69674632698,"A"
"261",1047.9721557349,1626.49012636393,"A"
"262",634.289343375713,161.68058058247,"A"
"263",555.932058952749,1565.22802403197,"A"
"264",1575.08101547137,1427.60193347931,"A"
"265",1404.92502506822,778.786011040211,"B"
"266",330.055277328938,804.67577278614,"A"
"267",128.915077541023,1575.91839041561,"A"
"268",1509.41124325618,1899.84721736982,"A"
"269",1240.82006607205,1321.69636618346,"B"
"270",339.153533335775,1745.70682737976,"A"
"271",124.428104609251,1892.73299556226,"A"
"272",218.05853722617,378.714823629707,"A"
"273",763.432703446597,1297.40618681535,"B"
"274",338.621829170734,1939.0258602798,"A"
"275",597.305084113032,444.494068156928,"A"
"276",384.419070091099,1895.56111767888,"A"
"277",514.340042602271,229.307701811194,"A"
"278",362.463645637035,1972.73473534733,"A"
"279",954.627419356257,1797.38968797028,"A"
"280",1541.47408576682,1235.73690559715,"A"
"281",55.5742448195815,1403.33519224077,"A"
"282",1054.62155397981,818.671639077365,"B"
"283",1760.63813781366,1316.25752616674,"A"
"284",746.126743964851,574.193173088133,"B"
"285",95.9182633087039,627.893031574786,"A"
"286",277.256493456662,1951.16410730407,"A"
"287",642.984240781516,1073.40325182304,"B"
"288",309.663222637028,1420.9501883015,"A"
"289",264.456344302744,884.972794912755,"A"
"290",442.611855454743,667.929590679705,"A"
"291",452.76159234345,147.285783663392,"A"
"292",262.83306768164,669.93384854868,"A"
"293",1963.12692062929,202.349009457976,"A"
"294",654.027453623712,677.96919029206,"C"
"295",1013.87899415568,108.144934289157,"A"
"296",1362.88502952084,81.6122307442129,"A"
"297",198.338206391782,1726.22998338193,"A"
"298",237.805116456002,1052.9129174538,"A"
"299",100.879319012165,1513.66876624525,"A"
"300",1858.50783949718,1358.00647875294,"A"
"301",1347.42446569726,163.935082964599,"A"
"302",189.715710934252,1703.32590909675,"A"
"303",985.192241612822,495.651804376394,"A"
"304",923.103681299835,193.36927914992,"A"
"305",750.433061737567,153.433483093977,"A"
"306",1982.19843907282,1210.61847545207,"A"
"307",352.701427415013,1173.90100751072,"A"
"308",1626.87041703612,598.560094367713,"A"
"309",136.893274262547,1867.1340639703,"A"
"310",800.899493508041,818.867662455887,"C"
"311",282.288651447743,234.117730055004,"A"
"312",386.619724798948,1900.21660923958,"A"
"313",1682.70343355834,1721.5924677439,"A"
"314",1439.82797674835,1580.72629710659,"A"
"315",534.424166195095,1868.86708298698,"A"
"316",990.003289654851,1625.52681518719,"A"
"317",166.22779564932,201.074728742242,"A"
"318",707.768481224775,963.488863781095,"B"
"319",1938.41761071235,1298.8520427607,"A"
"320",1249.42837934941,1705.64321009442,"A"
"321",1329.23649949953,772.416464518756,"B"
"322",624.979312997311,1084.03232274577,"B"
"323",811.37922545895,1361.14750057459,"B"
"324",1992.15474305674,1523.65309605375,"A"
"325",1710.16471274197,1449.7459330596,"A"
"326",1907.09679201245,306.835807859898,"A"
"327",1624.61018469185,82.1173912845552,"A"
"328",1564.36423165724,755.892374552786,"A"
"329",535.756257828325,1086.16775227711,"C"
"330",1524.30305909365,1533.05041510612,"A"
"331",1972.62317826971,827.899829950184,"A"
"332",587.211098056287,867.851646151394,"C"
"333",798.702213913202,378.21581074968,"A"
"334",1624.26304770634,116.150190588087,"A"
"335",154.303338378668,1189.01243712753,"A"
"336",727.393619716167,1270.52831463516,"B"
"337",885.184934362769,910.91800481081,"B"
"338",313.428265042603,756.809801328927,"A"
"339",1164.41054036841,1081.50410093367,"B"
"340",1940.32435771078,1243.0706107989,"A"
"341",1978.99966686964,61.9543776847422,"A"
"342",352.904072962701,814.927600324154,"A"
"343",1084.26084881648,428.952913265675,"A"
"344",768.607784062624,1954.49303183705,"A"
"345",1352.3281016387,851.685068104416,"B"
"346",538.58755948022,1259.67864319682,"A"
"347",938.501884695143,453.546797856688,"A"
"348",343.600164633244,1282.08686038852,"A"
"349",738.378924783319,1470.13127012178,"A"
"350",1450.81054512411,1334.29237874225,"A"
"351",972.298208624125,1612.22682800144,"A"
"352",127.604933455586,1571.40178792179,"A"
"353",1569.09245997667,1516.05125376955,"A"
"354",836.643271613866,748.54582361877,"C"
"355",1962.03616959974,1733.24563028291,"A"
"356",565.767911728472,1718.30593748018,"A"
"357",1695.76429901645,255.28754433617,"A"
"358",164.478461723775,634.867944288999,"A"
"359",1772.91750116274,1152.94742491096,"A"
"360",943.861461710185,1862.57277987897,"A"
"361",218.201926909387,1073.11615720391,"A"
"362",666.555969044566,937.486296053976,"B"
"363",1674.83313847333,1125.90230815113,"A"
"364",553.699683398008,1298.664403148,"A"
"365",1174.07028283924,242.95532843098,"A"
"366",1673.46453946084,337.174653075635,"A"
"367",142.30804797262,849.675295874476,"A"
"368",1405.55748669431,1472.26340230554,"A"
"369",1397.64907443896,1103.38143398985,"C"
"370",927.9247620143,656.061336863786,"C"
"371",873.862220905721,335.696724709123,"A"
"372",1124.35357552022,320.395471528172,"A"
"373",1856.96645267308,1028.57093978673,"A"
"374",460.932828485966,1306.42681475729,"A"
"375",443.627508822829,729.343102779239,"A"
"376",840.431786607951,347.444415092468,"A"
"377",667.041611392051,988.067065831274,"B"
"378",1729.61510065943,1706.55710250139,"A"
"379",354.389071464539,46.4370385743678,"A"
"380",986.6374572739,8.81498260423541,"A"
"381",859.426733572036,1569.14217583835,"A"
"382",1128.52768599987,1685.10063132271,"A"
"383",1312.32463102788,1578.25950765982,"A"
"384",1957.10812555626,1129.7913682647,"A"
"385",464.322296902537,520.61136206612,"A"
"386",481.623192317784,26.287168264389,"A"
"387",1593.67216797546,696.575747337192,"A"
"388",1663.34343003109,1912.32452960685,"A"
"389",227.015412878245,1737.77952743694,"A"
"390",1926.62403266877,1289.43513380364,"A"
"391",294.645799323916,133.063574787229,"A"
"392",287.253885529935,1351.65956197307,"A"
"393",1850.45987041667,345.147284213454,"A"
"394",1014.07120516524,798.156426753849,"C"
"395",309.702034108341,1541.53853002936,"A"
"396",696.604104246944,1079.42751562223,"C"
"397",1319.64205158874,644.203719682992,"C"
"398",623.544748872519,1497.30136292055,"A"
"399",703.146818559617,766.820509452373,"C"
"400",295.691413804889,1021.69561805204,"A"
"401",1317.7552181296,263.579986058176,"A"
"402",370.139929000288,1260.79071965069,"A"
"403",1908.75627379864,861.687843222171,"A"
"404",1795.69698404521,1402.08717342466,"A"
"405",1887.39410880953,1211.93655626848,"A"
"406",1447.38150248304,1570.67938055843,"A"
"407",740.714131854475,1817.33843730763,"A"
"408",1562.03508051112,819.08173719421,"A"
"409",22.2990172915161,628.06306546554,"A"
"410",1880.61742438003,1952.98457704484,"A"
"411",1987.49845242128,1149.32363433763,"A"
"412",714.811490382999,1200.43292688206,"B"
"413",1495.2701269649,1293.35614107549,"A"
"414",1585.81804763526,879.045222885907,"A"
"415",1411.71801276505,1757.66294822097,"A"
"416",951.650077477098,74.6522112749517,"A"
"417",989.30905200541,1932.41300713271,"A"
"418",616.104897577316,105.223590042442,"A"
"419",1390.02449251711,13.3239179849625,"A"
"420",1645.58661123738,185.84233475849,"A"
"421",869.43528149277,1807.29989334941,"A"
"422",1029.46530561894,285.972183570266,"A"
"423",1326.02193532512,1168.18821104243,"B"
"424",286.333173047751,959.398047532886,"A"
"425",688.974787481129,1887.10016477853,"A"
"426",811.527164652944,1958.70581828058,"A"
"427",170.622011646628,1573.22517922148,"A"
"428",1865.14385649934,1914.85772188753,"A"
"429",1676.76813341677,836.025760974735,"A"
"430",1758.86659231037,1595.64757114276,"A"
"431",1871.42493529245,1213.56565738097,"A"
"432",144.921266939491,487.335863988847,"A"
"433",757.518881000578,1229.53268932179,"C"
"434",1075.72984555736,1487.67671501264,"B"
"435",210.100277327001,1869.70419902354,"A"
"436",1603.37541112676,734.242609236389,"A"
"437",1479.28349161521,885.297330562025,"B"
"438",104.298026766628,431.568688713014,"A"
"439",964.339146390557,231.925403233618,"A"
"440",1841.03568131104,1699.32735897601,"A"
"441",83.0568578094244,1299.56339346245,"A"
"442",587.983598001301,829.708757344633,"B"
"443",1001.7009745352,515.469569712877,"C"
"444",1219.49787018821,1432.45608918369,"C"
"445",528.498099185526,264.67705797404,"A"
"446",846.19721909985,489.30293507874,"A"
"447",733.127232640982,1209.96641088277,"B"
"448",1885.01064479351,162.40171995014,"A"
"449",247.447130270302,901.718973182142,"A"
"450",140.065358486027,507.280099671334,"A"
"451",1928.63407591358,512.13145442307,"A"
"452",885.020216461271,1911.8409268558,"A"
"453",740.544760599732,1937.25027609617,"A"
"454",340.48716025427,677.36427532509,"A"
"455",108.380858786404,350.44912295416,"A"
"456",1315.65613858402,1897.06516126171,"A"
"457",1156.32383339107,852.968364488333,"B"
"458",1974.20352790505,757.097678724676,"A"
"459",1207.58480299264,1426.26458359882,"B"
"460",129.899837542325,808.29907534644,"A"
"461",324.218163732439,1493.9180877991,"A"
"462",950.795840937644,1995.77785702422,"A"
"463",3.86566948145628,908.149935305119,"A"
"464",882.918286137283,254.030982032418,"A"
"465",521.859474480152,1274.51509516686,"A"
"466",1876.82749098167,991.210327018052,"A"
"467",1431.66656745598,103.284974582493,"A"
"468",326.170956715941,1112.18216689304,"A"
"469",952.376036904752,690.040722955018,"B"
"470",1380.51344593987,1272.39714143798,"B"
"471",921.790359076113,884.836711920798,"B"
"472",1910.29347665608,1908.12195139006,"A"
"473",1425.08024489507,432.265220209956,"A"
"474",794.295866508037,1330.99988801405,"B"
"475",235.441224183887,152.921072207391,"A"
"476",480.232546105981,1329.14821244776,"A"
"477",1727.26113302633,1734.83785102144,"A"
"478",871.952803339809,492.983646690845,"A"
"479",995.736103970557,1159.24987196922,"C"
"480",1383.85534426197,1002.70413747057,"B"
"481",1520.62656357884,1243.80960967392,"A"
"482",310.802445281297,327.793514821678,"A"
"483",1698.91418609768,101.513236761093,"A"
"484",1893.63563805819,931.720966938883,"A"
"485",1176.83838075027,1199.32577013969,"B"
"486",1004.50163055211,1490.837123245,"B"
"487",379.559835419059,1950.75110252947,"A"
"488",3.67371644824743,560.992852784693,"A"
"489",1755.15612447634,314.108617138118,"A"
"490",268.222675658762,216.400209348649,"A"
"491",45.4824483022094,1290.64216930419,"A"
"492",1878.2734121196,1920.82714103162,"A"
"493",585.897445678711,344.481754582375,"A"
"494",328.653148841113,772.736934479326,"A"
"495",798.205111641437,1217.14722923934,"B"
"496",919.150824192911,1015.06160758436,"B"
"497",868.061697110534,153.536132536829,"A"
"498",1034.01965275407,1766.95878570899,"A"
"499",1692.49150529504,91.8395249173045,"A"
"500",110.328572802246,773.436240386218,"A"
"501",1108.35412237793,297.405405901372,"A"
"502",1376.55047513545,1502.04377248883,"A"
"503",1316.1151073873,1650.16695624217,"A"
"504",1326.68545050547,776.93248167634,"B"
"505",944.468405097723,1373.36282152683,"B"
"506",1939.05633222312,1102.72690141574,"A"
"507",804.394125472754,777.519375551492,"B"
"508",1699.10420756787,1507.82423233613,"A"
"509",1513.28981481493,69.8308064602315,"A"
"510",1065.2024387382,294.059839099646,"A"
"511",1748.29932162538,608.888584189117,"A"
"512",934.230231214315,1634.98769700527,"A"
"513",16.2569107487798,1054.92106825113,"A"
"514",1455.53400926292,1151.72966243699,"B"
"515",1433.17895755172,1438.77980206162,"A"
"516",374.85274206847,334.945559967309,"A"
"517",1292.13455365971,325.014333240688,"A"
"518",1083.95855966955,45.4498315230012,"A"
"519",670.641519594938,545.40695482865,"A"
"520",1275.81744641066,1523.21814652532,"A"
"521",1658.40212767944,1056.89303949475,"A"
"522",1417.95039689168,717.355749569833,"A"
"523",697.100701741874,656.133767683059,"C"
"524",256.655749864876,1230.17877992243,"A"
"525",776.156977750361,525.744492188096,"A"
"526",1856.35509667918,771.952182520181,"A"
"527",1608.781542629,683.557599782944,"A"
"528",1517.39361416548,1045.27866467834,"A"
"529",1914.49977783486,168.184623122215,"A"
"530",1987.82775737345,510.372005403042,"A"
"531",1212.88198931143,1487.81784344465,"A"
"532",58.7543309666216,1396.72565599903,"A"
"533",672.890715766698,1086.33673191071,"C"
"534",555.31617347151,982.339305337518,"B"
"535",234.395100269467,208.363596349955,"A"
"536",86.4365180023015,1270.7057823427,"A"
"537",740.619571413845,182.124275714159,"A"
"538",673.75661758706,1334.82312876731,"B"
"539",347.305106930435,820.138749200851,"A"
"540",1243.5465590097,1468.61695172265,"A"
"541",795.687254983932,1144.90688405931,"B"
"542",1911.35153733194,221.569662448019,"A"
"543",1306.69888621196,110.245289746672,"A"
"544",657.48743340373,341.44439175725,"A"
"545",394.293427001685,1608.92785759643,"A"
"546",230.684649664909,1459.95703106746,"A"
"547",1991.93095741794,251.45601388067,"A"
"548",758.553450461477,1115.57655641809,"C"
"549",1123.97618545219,1726.50405345485,"A"
"550",1465.43603530154,1789.60647154599,"A"
"551",1741.61110585555,727.498263586313,"A"
"552",1144.34051932767,515.883859246969,"A"
"553",22.0721419900656,1817.04532494769,"A"
"554",1812.63052253053,1114.67599822208,"A"
"555",1541.30726307631,651.232063770294,"A"
"556",765.009246766567,1403.40197179466,"B"
"557",188.091777730733,1398.76203145832,"A"
"558",99.3071678094566,890.469801146537,"A"
"559",1642.32463622466,1564.6616211161,"A"
"560",1658.64860871807,918.80963742733,"A"
"561",1309.46575151756,40.1698686182499,"A"
"562",265.655626077205,574.438184499741,"A"
"563",683.619802352041,1388.62197939306,"A"
"564",1462.74315798655,1483.15903078765,"A"
"565",1814.58283215761,3.62841365858912,"A"
"566",1392.39399880171,1539.18517474085,"A"
"567",483.158444520086,750.23351656273,"A"
"568",1288.21445722133,536.085257306695,"A"
"569",561.500427313149,116.599298547953,"A"
"570",1915.27304146439,345.012596808374,"A"
"571",316.791913472116,368.469316512346,"A"
"572",836.677983403206,761.33887656033,"B"
"573",504.019594751298,675.048470962793,"A"
"574",188.780535478145,377.001156099141,"A"
"575",1655.43553931639,1876.70633150265,"A"
"576",1050.61100749299,1535.73321504518,"A"
"577",1335.49525495619,1074.36854345724,"B"
"578",816.555519588292,871.930811554193,"B"
"579",1685.17980678007,106.785089243203,"A"
"580",1474.61093589664,395.626765210181,"A"
"581",696.448802016675,1254.90853376687,"B"
"582",1897.87635486573,1287.9084427841,"A"
"583",1293.35837997496,1931.22844956815,"A"
"584",70.5555337481201,1293.18895284086,"A"
"585",1192.89691140875,1346.18251724169,"B"
"586",830.636003054678,652.710360009223,"C"
"587",153.794076293707,1924.1044363007,"A"
"588",1056.09775846824,1738.69615374133,"A"
"589",1924.66661706567,42.0980360358953,"A"
"590",1417.48010227457,1806.17438117042,"A"
"591",1106.95140715688,1868.02225001156,"A"
"592",485.913217999041,256.65586348623,"A"
"593",1556.08505802229,1938.63350944594,"A"
"594",1303.88188688084,86.4588511176407,"A"
"595",1660.49140784889,35.900600720197,"A"
"596",1297.10189485922,34.3723460100591,"A"
"597",959.671588614583,1090.84401186556,"C"
"598",990.128211211413,344.800295308232,"A"
"599",759.745182935148,381.82731391862,"A"
"600",900.970874354243,1075.22979518399,"C"
"601",1628.50350094959,33.8800786994398,"A"
"602",1857.55445156246,489.280634559691,"A"
"603",294.962090440094,280.048575252295,"A"
"604",1499.64332999662,609.546274412423,"A"
"605",1951.31469937041,1629.57191932946,"A"
"606",1949.58492694423,569.418697152287,"A"
"607",701.251140329987,205.075527541339,"A"
"608",787.898113951087,1791.95549990982,"A"
"609",1901.90201811492,1125.96574658528,"A"
"610",213.296639267355,289.342521224171,"A"
"611",1869.52023301274,1711.95477060974,"A"
"612",692.324199713767,221.3797676377,"A"
"613",1066.12121174112,1283.10044063255,"B"
"614",1077.58859870955,1614.73090574145,"A"
"615",1429.43589948118,448.443946428597,"A"
"616",811.58100022003,1501.29295140505,"A"
"617",305.576282553375,319.908649194986,"A"
"618",680.465522687882,38.1335192359984,"A"
"619",1253.30969505012,1229.81846425682,"B"
"620",114.745356608182,1756.5428391099,"A"
"621",1703.33527959883,1060.83158496767,"A"
"622",425.290691666305,1400.77818371356,"A"
"623",1078.92405567691,665.961465798318,"B"
"624",272.975172381848,1050.42374506593,"A"
"625",649.730280973017,697.588870767504,"B"
"626",1242.15258751065,594.641165807843,"B"
"627",511.964497156441,1051.22672813013,"B"
"628",1269.75159766153,864.540024194866,"B"
"629",971.344213932753,1893.43059109524,"A"
"630",1876.35383335873,1118.10499243438,"A"
"631",1715.00307414681,1121.91129568964,"A"
"632",741.767075378448,762.866669334471,"B"
"633",628.403659909964,1996.09388085082,"A"
