"","x","y","celltypes","id"
"108",478.118034312502,294.7561906185,"A",1
"109",924.074469832703,788.712464505807,"B",1
"110",598.76096714288,686.831065220758,"B",1
"111",976.170694921166,400.826663477346,"B",1
"112",731.792511884123,396.841136040166,"B",1
"113",356.726912083104,887.413940625265,"A",1
"114",431.473690550774,822.07809551619,"A",1
"115",148.211560677737,265.2450397145,"A",1
"116",13.0775754805654,181.170874042436,"B",1
"117",715.566066093743,956.474067410454,"D",1
"118",103.184235747904,837.399842217565,"D",1
"119",446.284348610789,346.652631880715,"A",1
"120",640.101045137271,842.0864418149,"C",1
"121",991.838620044291,10.1301828399301,"B",1
"122",495.593577856198,214.54192395322,"A",1
"123",484.349524369463,913.734979229048,"C",1
"124",173.442334868014,48.6553451046348,"C",1
"125",754.820944508538,871.23094429262,"A",1
"126",453.895489219576,655.78800602816,"A",1
"127",511.169783771038,219.371878309175,"A",1
"128",207.545113284141,9.43714333698153,"A",1
"129",228.658142732456,79.2144953738898,"A",1
"130",595.711996313184,767.450851621106,"A",1
"131",574.87219828181,33.2878560293466,"C",1
"132",77.0643802825361,774.952064268291,"A",1
"133",35.5405795853585,393.959630047902,"A",1
"134",642.795492196456,784.817258594558,"C",1
"135",928.615199634805,33.3322957158089,"B",1
"136",598.092422354966,366.151578025892,"C",1
"137",560.900748008862,207.688439870253,"C",1
"138",526.027723914012,965.912537649274,"D",1
"139",985.095223877579,564.966007368639,"C",1
"140",507.641822332516,441.115951864049,"A",1
"141",682.788078673184,803.868116578087,"B",1
"142",601.541217649356,165.633277501911,"D",1
"143",238.868677755818,206.11856225878,"C",1
"144",258.165926672518,348.586677573621,"A",1
"145",729.309623362496,450.814907671884,"C",1
"146",452.570831403136,103.176732780412,"A",1
"147",175.126768415794,600.618461845443,"C",1
"148",746.698269620538,100.577907869592,"B",1
"149",104.987640399486,957.186109153554,"A",1
"150",864.544949028641,580.974439391866,"A",1
"151",614.644971676171,168.894380098209,"A",1
"152",557.159538846463,518.571133259684,"C",1
"153",328.777319053188,54.3228397145867,"C",1
"154",453.131445450708,181.874627713114,"C",1
"155",500.440972624347,32.4744703248143,"C",1
"156",180.866361130029,413.448404753581,"C",1
"157",529.630602803081,710.804731585085,"C",1
"158",75.2757457084954,438.29421675764,"A",1
"159",277.755932649598,476.030350895599,"A",1
"160",212.699519237503,379.704721504822,"C",1
"161",284.790480975062,779.968342510983,"A",1
"162",895.094102947041,961.577203124762,"C",1
"163",446.2353233248,443.998414091766,"C",1
"164",779.984889784828,276.576519012451,"B",1
"165",880.619034869596,652.874941704795,"C",1
"166",413.124209502712,754.724035272375,"C",1
"167",63.8084805104882,588.706381851807,"C",1
"168",335.487491684034,366.89807055518,"A",1
"169",723.725946620107,509.391026105732,"B",1
"170",337.615333497524,144.229113589972,"A",1
"171",630.414122482762,266.654535662383,"D",1
"172",840.614554006606,173.820912605152,"C",1
"173",856.131664710119,896.527295233682,"A",1
"174",391.35928102769,562.343132682145,"A",1
"175",380.493885604665,342.454317957163,"A",1
"176",895.445425994694,283.729680348188,"A",1
"177",644.315762910992,747.538483235985,"A",1
"178",741.078648716211,562.850194750354,"C",1
"179",605.303446529433,565.385995432734,"C",1
"180",903.081611497328,633.331828983501,"C",1
"181",293.730155099183,962.586591951549,"A",1
"182",191.26010988839,768.941204063594,"A",1
"183",886.450943304226,761.524176690727,"B",1
"184",503.339485730976,152.72214752622,"C",1
"185",877.057543024421,367.797967977822,"B",1
"186",189.193622441962,913.615794153884,"A",1
"187",758.103052387014,496.350146830082,"C",1
"188",724.498892668635,27.7347269002348,"C",1
"189",943.724818294868,450.139385415241,"D",1
"190",547.646587016061,27.1877180784941,"B",1
"191",711.743867723271,18.2709295768291,"C",1
"192",388.905099825934,871.962478850037,"D",1
"193",100.873126182705,955.188889289275,"A",1
"194",927.302088588476,892.738419119269,"C",1
"195",283.232500310987,856.308729154989,"C",1
"196",590.57315881364,123.533075442538,"D",1
"197",110.360604943708,221.65473876521,"C",1
"198",840.507032116875,690.272177569568,"D",1
"199",317.963684443384,648.772125830874,"C",1
"200",782.851336989552,91.4451922290027,"C",1
"201",267.508207354695,595.569584751502,"B",1
"202",218.645284883678,944.378237938508,"D",1
"203",516.796836396679,128.65765299648,"C",1
"204",268.950592027977,524.701888905838,"C",1
"205",181.168327340856,931.875708047301,"D",1
"206",518.576137488708,441.982066258788,"C",1
"207",562.782935798168,401.971613289788,"C",1
"208",129.156854469329,365.522500360385,"C",1
"209",256.367604015395,572.829977376387,"A",1
"210",717.935275984928,106.167400954291,"B",1
"211",961.409936426207,657.213832018897,"D",1
"212",100.140846567228,800.479157827795,"D",1
"213",763.222689507529,160.081139067188,"D",1
"214",947.966354666278,499.149806331843,"C",1
"215",818.634688388556,138.865772867575,"C",1
"216",308.292330708355,688.598210224882,"C",1
"217",649.579460499808,480.641926405951,"B",1
"218",953.355451114476,207.81287481077,"D",1
"219",953.732650028542,717.721335589886,"B",1
"220",339.979203417897,333.421071292832,"C",1
"221",262.474110117182,529.427384026349,"C",1
"222",165.453933179379,593.498748727143,"A",1
"223",322.168056620285,759.88901196979,"C",1
"224",510.125206550583,39.695909479633,"C",1
"225",923.968471353874,631.179952295497,"A",1
"226",510.959698352963,170.349805383012,"C",1
"227",257.621260825545,707.256585825235,"C",1
"228",46.4608869515359,264.722274616361,"A",1
"229",417.85625834018,80.3224456030875,"B",1
"230",854.001502273604,713.207269553095,"C",1
"231",347.230677725747,750.814122147858,"A",1
"232",131.442320533097,170.225525507703,"A",1
"233",374.486864544451,214.822159614414,"A",1
"234",631.420228397474,136.855290038511,"A",1
"235",390.078933676705,320.704787038267,"A",1
"236",689.627848798409,659.653313225135,"C",1
"237",689.413412474096,458.246603375301,"B",1
"238",554.900623159483,221.783839398995,"C",1
"239",429.624407785013,49.6916156262159,"C",1
"240",452.720062807202,842.967495322227,"D",1
"241",306.443258887157,460.355976829305,"C",1
"242",578.353944001719,44.669063994661,"B",1
"243",910.370304249227,330.020109890029,"D",1
"244",142.604082124308,350.482023321092,"C",1
"245",415.047625312582,236.220998689532,"B",1
"246",210.925750667229,209.322826238349,"C",1
"247",428.750370861962,289.584968937561,"A",1
"248",132.689975202084,299.830043222755,"A",1
"249",460.096445865929,893.524003913626,"C",1
"250",942.957059247419,762.660629115999,"B",1
"251",761.973861604929,104.02936860919,"C",1
"252",932.909828843549,758.669548435137,"B",1
"253",470.678497571498,414.733785670251,"C",1
"254",603.588067693636,221.03567654267,"B",1
"255",484.989680582657,6.71869982033968,"C",1
"256",108.80631650798,30.2505425643176,"C",1
"257",247.726832982153,250.101836863905,"C",1
"258",498.514530714601,220.494979294017,"C",1
"259",372.866708086804,308.080991730094,"C",1
"260",934.691370232031,908.89258380048,"B",1
"261",523.986077867448,938.50277364254,"C",1
"262",317.144671687856,491.904604947194,"A",1
"263",277.966029476374,168.020266341045,"C",1
"264",787.540507735685,188.894553110003,"B",1
"265",702.462512534112,191.555221565068,"D",1
"266",165.027638664469,503.481938038021,"A",1
"267",64.4575387705117,81.1121538281441,"C",1
"268",754.705621628091,794.696550583467,"A",1
"269",620.410033036023,571.347230114043,"C",1
"270",169.576766667888,968.929607188329,"A",1
"271",62.2140523046255,875.76876883395,"A",1
"272",109.029268613085,705.853160005063,"A",1
"273",381.716351723298,115.354677662253,"B",1
"274",169.310914585367,160.992347402498,"C",1
"275",298.652542056516,335.154334548861,"C",1
"276",192.209535045549,988.609185442328,"A",1
"277",257.170021301135,914.078942500055,"D",1
"278",181.231822818518,535.097180167213,"B",1
"279",477.313709678128,246.893692528829,"C",1
"280",770.737042883411,922.346818028018,"B",1
"281",27.7871224097908,753.48961702548,"A",1
"282",527.310776989907,903.507313458249,"A",1
"283",880.319068906829,651.548156049103,"C",1
"284",373.063371982425,20.77916264534,"B",1
"285",47.959131654352,95.8790276199579,"A",1
"286",138.628246728331,949.586964212358,"D",1
"287",321.492120390758,888.176588574424,"A",1
"288",154.831611318514,456.23399131,"C",1
"289",132.228172151372,786.743860924616,"C",1
"290",221.305927727371,201.026756782085,"A",1
"291",226.380796171725,312.703200615942,"A",1
"292",131.41653384082,529.761809390038,"D",1
"293",981.563460314646,182.999437209219,"D",1
"294",327.013726811856,532.405641162768,"A",1
"295",506.939497077838,348.113585729152,"C",1
"296",681.44251476042,510.24816185236,"A",1
"297",99.1691031958908,792.195686371997,"D",1
"298",118.902558228001,441.210551187396,"A",1
"299",50.4396595060825,286.292243981734,"A",1
"300",929.253919748589,933.560322737321,"A",1
"301",673.712232848629,30.4510646965355,"C",1
"302",94.8578554671258,848.985600750893,"D",1
"303",492.596120806411,443.182719638571,"A",1
"304",461.551840649918,632.075233384967,"A",1
"305",375.216530868784,779.914357000962,"A",1
"306",991.099219536409,280.473912833259,"A",1
"307",176.350713707507,123.204056639224,"C",1
"308",813.435208518058,893.433186924085,"A",1
"309",68.4466371312737,405.973301967606,"A",1
"310",400.44974675402,755.108230514452,"C",1
"311",141.144325723872,110.817262437195,"A",1
"312",193.309862399474,338.309313636273,"A",1
"313",841.351716779172,546.49319103919,"B",1
"314",719.913988374174,312.132046790794,"B",1
"315",267.212083097547,447.294557001442,"A",1
"316",495.001644827425,404.281071387231,"A",1
"317",83.1138978246599,486.564260907471,"C",1
"318",353.884240612388,439.168035285547,"C",1
"319",969.208805356175,266.86362712644,"C",1
"320",624.714189674705,651.877836557105,"B",1
"321",664.618249749765,239.049473078921,"C",1
"322",312.489656498656,813.315622741356,"A",1
"323",405.689612729475,808.244503336027,"D",1
"324",996.077371528372,589.044747874141,"B",1
"325",855.082356370986,541.866859653965,"B",1
"326",953.548396006227,46.5476112440228,"B",1
"327",812.305092345923,425.855690613389,"B",1
"328",782.182115828618,640.639821300283,"B",1
"329",267.878128914163,0.656347954645753,"A",1
"330",762.151529546827,866.388360504061,"A",1
"331",986.311589134857,101.045170566067,"C",1
"332",293.605549028143,95.7397413440049,"A",1
"333",399.351106956601,777.240371098742,"C",1
"334",812.131523853168,29.5114114414901,"B",1
"335",77.1516691893339,342.071880353615,"D",1
"336",363.696809858084,786.315873963758,"C",1
"337",442.592467181385,113.462525652722,"C",1
"338",156.714132521302,350.252757081762,"C",1
"339",582.205270184204,330.213881796226,"A",1
"340",970.162178855389,696.676669642329,"B",1
"341",989.49983343482,353.614302352071,"B",1
"342",176.452036481351,406.17906791158,"A",1
"343",542.130424408242,308.029898675159,"A",1
"344",384.303892031312,959.202934522182,"D",1
"345",676.164050819352,690.268852747977,"C",1
"346",269.29377974011,885.739511344582,"D",1
"347",469.250942347571,935.855139512569,"A",1
"348",171.800082316622,744.079901603982,"C",1
"349",369.18946239166,838.446156820282,"A",1
"350",725.405272562057,799.356783507392,"C",1
"351",486.149104312062,893.640292342752,"A",1
"352",63.8024667277932,831.137002911419,"A",1
"353",784.546229988337,370.750101283193,"D",1
"354",418.321635806933,871.979765826836,"A",1
"355",981.018084799871,800.7615969982,"B",1
"356",282.883955864236,177.284543635324,"A",1
"357",847.882149508223,163.277692859992,"C",1
"358",82.2392308618873,944.489105371758,"A",1
"359",886.458750581369,444.637601496652,"B",1
"360",471.930730855092,78.3925901632756,"C",1
"361",109.100963454694,985.571624245495,"A",1
"362",333.277984522283,15.8382183872163,"C",1
"363",837.416569236666,494.882507016882,"B",1
"364",276.849841699004,426.626244327053,"C",1
"365",587.035141419619,380.065433681011,"C",1
"366",836.732269730419,736.944383243099,"C",1
"367",71.1540239863098,279.538352275267,"C",1
"368",702.778743347153,656.283871969208,"C",1
"369",698.82453721948,779.726102715358,"B",1
"370",463.96238100715,722.052505705506,"C",1
"371",436.931110452861,982.406044378877,"D",1
"372",562.176787760109,543.322717072442,"C",1
"373",928.483226336539,659.887838643044,"C",1
"374",230.466414242983,275.039361324161,"C",1
"375",221.813754411414,396.944124717265,"A",1
"376",420.215893303975,559.18457871303,"A",1
"377",333.520805696025,980.950295459479,"A",1
"378",864.807550329715,964.966776082292,"B",1
"379",177.194535732269,218.039868399501,"C",1
"380",493.31872863695,393.170869676396,"C",1
"381",429.713366786018,871.084483806044,"A",1
"382",564.263842999935,691.5888634976,"A",1
"383",656.162315513939,336.751536931843,"B",1
"384",978.55406277813,690.481673926115,"B",1
"385",232.161148451269,153.450242243707,"C",1
"386",240.811596158892,890.398807590827,"A",1
"387",796.836083987728,888.446028809994,"A",1
"388",831.671715015545,138.003347441554,"C",1
"389",113.507706439123,35.9492159914225,"A",1
"390",963.312016334385,355.017149820924,"B",1
"391",147.322899661958,378.946078242734,"C",1
"392",143.626942764968,614.776698173955,"A",1
"393",925.229935208336,506.189440609887,"B",1
"394",507.035602582619,337.955133058131,"A",1
"395",154.85101705417,329.129653051496,"C",1
"396",348.302052123472,573.297038441524,"A",1
"397",659.821025794372,50.710043637082,"B",1
"398",311.772374436259,400.96298744902,"A",1
"399",351.573409279808,260.631043696776,"C",1
"400",147.845706902444,168.699683854356,"C",1
"401",658.877609064803,59.7310056909919,"C",1
"402",185.069964500144,52.5821361225098,"C",1
"403",954.378136899322,972.770247841254,"B",1
"404",897.848492022604,794.607590185478,"C",1
"405",943.697054404765,31.6677016671747,"C",1
"406",723.69075124152,543.284805025905,"C",1
"407",370.357065927237,17.5970334094018,"B",1
"408",781.017540255561,776.669898070395,"A",1
"409",11.149508645758,757.301493315026,"C",1
"410",940.308712190017,10.5481466744095,"C",1
"411",993.749226210639,817.91408197023,"C",1
"412",357.4057451915,856.345876585692,"A",1
"413",747.635063482448,422.30969760567,"B",1
"414",792.909023817629,634.29570524022,"C",1
"415",705.859006382525,418.075025547296,"D",1
"416",475.825038738549,324.664350133389,"A",1
"417",494.654526002705,765.787225915119,"C",1
"418",308.052448788658,704.655513167381,"A",1
"419",695.012246258557,919.051357079297,"A",1
"420",822.793305618688,610.136551316828,"C",1
"421",434.717640746385,55.8548604603857,"B",1
"422",514.732652809471,736.152135068551,"C",1
"423",663.010967662558,903.967918362468,"A",1
"424",143.166586523876,701.814879896119,"C",1
"425",344.487393740565,577.69950828515,"A",1
"426",405.763582326472,565.839251037687,"C",1
"427",85.3110058233142,367.175505962223,"D",1
"428",932.571928249672,556.92170956172,"C",1
"429",838.384066708386,897.090169833973,"C",1
"430",879.433296155185,272.230607224628,"A",1
"431",935.712467646226,826.333165401593,"C",1
"432",72.4606334697455,675.995662575588,"C",1
"433",378.759440500289,899.366909172386,"D",1
"434",537.864922778681,296.659813495353,"A",1
"435",105.050138663501,385.464416816831,"A",1
"436",801.687705563381,905.349676962942,"A",1
"437",739.641745807603,781.176410615444,"B",1
"438",52.149013383314,542.550917714834,"C",1
"439",482.169573195279,616.280185990036,"A",1
"440",920.51784065552,925.736116012558,"C",1
"441",41.5284289047122,302.508435444906,"A",1
"442",293.991799000651,363.235213793814,"A",1
"443",500.850487267599,960.560950217769,"D",1
"444",609.748935094103,419.576285406947,"B",1
"445",264.249049592763,564.239503117278,"C",1
"446",423.098609549925,800.476333126426,"C",1
"447",366.563616320491,478.194958763197,"C",1
"448",942.505322396755,871.663532685488,"B",1
"449",123.723565135151,701.587424613535,"D",1
"450",70.0326792430133,128.366638207808,"C",1
"451",964.317037956789,651.633564848453,"B",1
"452",442.510108230636,799.508373253047,"A",1
"453",370.272380299866,240.165151190013,"A",1
"454",170.243580127135,863.995332969353,"D",1
"455",54.1904293932021,478.79485716112,"B",1
"456",657.828069292009,329.74161580205,"B",1
"457",578.161916695535,995.425615925342,"A",1
"458",987.101763952523,759.542214451358,"B",1
"459",603.792401496321,471.064956625924,"A",1
"460",64.9499187711626,257.584369974211,"A",1
"461",162.10908186622,383.511227555573,"A",1
"462",475.397920468822,297.953611938283,"A",1
"463",1.93283474072814,768.626284319907,"C",1
"464",441.459143068641,429.740472929552,"A",1
"465",260.929737240076,655.966898193583,"A",1
"466",938.413745490834,242.656880989671,"A",1
"467",715.833283727989,295.184599701315,"B",1
"468",163.085478357971,929.919361835346,"D",1
"469",476.188018452376,139.465735759586,"C",1
"470",690.256722969934,482.361179543659,"B",1
"471",460.895179538056,801.7257086467,"A",1
"472",955.14673832804,335.298122605309,"B",1
"473",712.540122447535,547.300927806646,"C",1
"474",397.147933254018,50.6137637421489,"B",1
"475",117.720612091944,685.184835223481,"C",1
"476",240.11627305299,526.016568532214,"A",1
"477",863.630566513166,385.4014640674,"D",1
"478",435.976401669905,218.07816834189,"A",1
"479",497.868051985279,49.2560362908989,"C",1
"480",691.927672130987,338.603851385415,"C",1
"481",760.313281789422,527.54284045659,"B",1
"482",155.401222640648,360.099533572793,"D",1
"483",849.457093048841,991.589037002996,"A",1
"484",946.817819029093,46.35811294429,"B",1
"485",588.419190375134,71.9018939416856,"B",1
"486",502.250815276057,676.367230480537,"C",1
"487",189.779917709529,162.359612528235,"A",1
"488",1.83685822412372,580.373792676255,"A",1
"489",877.578062238172,90.7658538781106,"B",1
"490",134.111337829381,656.09916113317,"C",1
"491",22.7412241511047,357.506583211944,"D",1
"492",939.136706059799,234.025480225682,"A",1
"493",292.948722839355,916.430335957557,"A",1
"494",164.326574420556,30.5550002958626,"A",1
"495",399.102555820718,439.074041554704,"A",1
"496",459.575412096456,973.690321203321,"D",1
"497",434.030848555267,399.140807567164,"C",1
"498",517.009826377034,919.769865693524,"A",1
"499",846.245752647519,98.7638756632805,"B",1
"500",55.1642864011228,320.667010033503,"A",1
"501",554.177061188966,526.019062381238,"A",1
"502",688.275237567723,73.3354249969125,"C",1
"503",658.057553693652,849.741751793772,"A",1
"504",663.342725252733,423.058009007946,"B",1
"505",472.234202548862,988.096073037013,"D",1
"506",969.528166111559,478.874128777534,"C",1
"507",402.197062736377,905.694005545229,"D",1
"508",849.552103783935,18.5059309005737,"C",1
"509",756.644907407463,192.143822088838,"D",1
"510",532.601219369099,384.307020576671,"A",1
"511",874.149660812691,307.436424074695,"A",1
"512",467.115115607157,528.291253373027,"C",1
"513",8.12845537438989,728.22568169795,"A",1
"514",727.76700463146,953.556534368545,"B",1
"515",716.589478775859,495.994127122685,"A",1
"516",187.426371034235,132.017247145995,"C",1
"517",646.067276829854,608.468755614012,"A",1
"518",541.979279834777,991.868579527363,"D",1
"519",335.320759797469,94.7096680756658,"A",1
"520",637.908723205328,895.283457124606,"D",1
"521",829.201063839719,334.860897623003,"B",1
"522",708.975198445842,472.178465919569,"D",1
"523",348.550350870937,177.117969840765,"C",1
"524",128.327874932438,351.655028294772,"A",1
"525",388.07848887518,176.559115527198,"A",1
"526",928.17754833959,653.045778162777,"B",1
"527",804.390771314502,236.101077171043,"C",1
"528",758.696807082742,897.164004389197,"C",1
"529",957.249888917431,339.147608028725,"C",1
"530",993.913878686726,923.79611171782,"B",1
"531",606.440994655713,497.738852631301,"C",1
"532",29.3771654833108,569.84137953259,"B",1
"533",336.445357883349,736.779738916084,"A",1
"534",277.658086735755,214.827520074323,"A",1
"535",117.197550134733,305.312757613137,"C",1
"536",43.2182590011507,863.499861210585,"A",1
"537",370.309785706922,195.720054209232,"A",1
"538",336.87830879353,850.945501588285,"D",1
"539",173.652553465217,946.970957797021,"D",1
"540",621.77327950485,274.561112048104,"C",1
"541",397.843627491966,839.856049511582,"D",1
"542",955.675768665969,143.855765694752,"C",1
"543",653.349443105981,757.050371263176,"B",1
"544",328.743716701865,446.126565570012,"C",1
"545",197.146713500842,955.431776354089,"D",1
"546",115.342324832454,635.325060458854,"C",1
"547",995.965478708968,164.100986905396,"C",1
"548",379.276725230739,406.969435280189,"A",1
"549",561.988092726097,979.760026792064,"A",1
"550",732.718017650768,146.939058788121,"C",1
"551",870.805552927777,889.985184883699,"C",1
"552",572.170259663835,196.703487541527,"C",1
"553",11.0360709950328,620.587071869522,"A",1
"554",906.315261265263,792.540993075818,"B",1
"555",770.653631538153,733.79553668201,"C",1
"556",382.504623383284,751.720339525491,"A",1
"557",94.0458888653666,524.456359213218,"A",1
"558",49.6535839047283,629.951623501256,"C",1
"559",821.162318112329,455.877244705334,"D",1
"560",829.324304359034,254.004830028862,"B",1
"561",654.732875758782,57.4859934858978,"C",1
"562",132.827813038602,435.303197940812,"A",1
"563",341.80990117602,771.134980488569,"C",1
"564",731.371578993276,129.155446076766,"B",1
"565",907.291416078806,983.916262863204,"C",1
"566",696.196999400854,814.176932908595,"C",1
"567",241.579222260043,981.680901022628,"A",1
"568",644.107228610665,36.3396902102977,"A",1
"569",280.750213656574,567.414059303701,"C",1
"570",957.636520732194,401.718270266429,"B",1
"571",158.395956736058,457.046317867935,"C",1
"572",418.338991701603,403.324390063062,"A",1
"573",252.009797375649,572.20648182556,"A",1
"574",94.3902677390724,260.250953026116,"A",1
"575",827.717769658193,874.087562551722,"C",1
"576",525.305503746495,993.087251903489,"A",1
"577",667.747627478093,930.202217539772,"A",1
"578",408.277759794146,986.528045032173,"D",1
"579",842.589903390035,658.342666225508,"D",1
"580",737.305467948318,302.385349525139,"D",1
"581",348.224401008338,867.420181864873,"D",1
"582",948.938177432865,671.259561087936,"B",1
"583",646.679189987481,489.199620904401,"B",1
"584",35.27776687406,628.5839099437,"C",1
"585",596.448455704376,690.660070860758,"C",1
"586",415.318001527339,672.291485359892,"C",1
"587",76.8970381468534,882.117749424651,"D",1
"588",528.04887923412,687.738198088482,"C",1
"589",962.333308532834,999.863459262997,"B",1
"590",708.740051137283,250.53632655181,"B",1
"591",553.475703578442,478.466552915052,"A",1
"592",242.956608999521,15.1006982196122,"C",1
"593",778.042529011145,252.019782550633,"D",1
"594",651.940943440422,326.658140635118,"B",1
"595",830.245703924447,672.132012201473,"B",1
"596",648.550947429612,748.441303847358,"B",1
"597",479.835794307292,342.435503611341,"A",1
"598",495.064105605707,280.259827850387,"A",1
"599",379.872591467574,737.378113903105,"C",1
"600",450.485437177122,626.96939567104,"C",1
"601",814.251750474796,633.54170625098,"A",1
"602",928.777225781232,215.981491142884,"C",1
"603",147.481045220047,905.941029312089,"D",1
"604",749.821664998308,586.245939601213,"B",1
"605",975.657349685207,168.583858758211,"B",1
"606",974.792463472113,683.197691803798,"C",1
"607",350.625570164993,113.990662852302,"C",1
"608",393.949056975543,527.885041665286,"C",1
"609",950.951009057462,941.509603289887,"C",1
"610",106.648319633678,148.946444038302,"A",1
"611",934.760116506368,589.121523778886,"A",1
"612",346.162099856883,878.276449628174,"D",1
"613",533.06060587056,178.157206624746,"C",1
"614",538.794299354777,470.83354764618,"A",1
"615",714.717949740589,141.462349332869,"C",1
"616",405.790500110015,99.3826135527343,"C",1
"617",152.788141276687,290.351454168558,"C",1
"618",340.232761343941,245.475998381153,"C",1
"619",626.65484752506,722.559324000031,"A",1
"620",57.3726783040911,536.27455397509,"A",1
"621",851.667639799416,299.001172650605,"D",1
"622",212.645345833153,199.700410012156,"C",1
"623",539.462027838454,910.177063662559,"C",1
"624",136.487586190924,32.9712047241628,"A",1
"625",324.865140486509,596.324425190687,"C",1
"626",621.076293755323,150.90500889346,"B",1
"627",255.982248578221,577.648263191804,"C",1
"628",634.875798830763,454.476653132588,"B",1
"629",485.672106966376,493.808774044737,"C",1
"630",938.176916679367,526.207120390609,"B",1
