"","x","y","celltypes"
"cell102",654.723928077146,516.75015501678,"B"
"cell103",353.197271935642,658.048582263291,"D"
"cell104",270.260145887733,588.396580191329,"B"
"cell105",992.68406117335,79.9245799425989,"A"
"cell106",633.493264438584,156.136253383011,"D"
"cell107",213.208135217428,985.081367427483,"D"
"cell108",129.372348077595,991.829797392711,"B"
"cell109",478.118034312502,294.7561906185,"B"
"cell110",924.074469832703,788.712464505807,"B"
"cell111",598.76096714288,686.831065220758,"B"
"cell112",976.170694921166,400.826663477346,"B"
"cell113",731.792511884123,396.841136040166,"B"
"cell114",356.726912083104,887.413940625265,"A"
"cell115",431.473690550774,822.07809551619,"A"
"cell116",148.211560677737,265.2450397145,"B"
"cell117",13.0775754805654,181.170874042436,"D"
"cell118",715.566066093743,956.474067410454,"D"
"cell119",103.184235747904,837.399842217565,"A"
"cell120",446.284348610789,346.652631880715,"C"
"cell121",640.101045137271,842.0864418149,"A"
"cell122",991.838620044291,10.1301828399301,"B"
"cell123",495.593577856198,214.54192395322,"C"
"cell124",484.349524369463,913.734979229048,"C"
"cell125",173.442334868014,48.6553451046348,"B"
"cell126",754.820944508538,871.23094429262,"A"
"cell127",453.895489219576,655.78800602816,"A"
"cell128",511.169783771038,219.371878309175,"A"
"cell129",207.545113284141,9.43714333698153,"B"
"cell130",228.658142732456,79.2144953738898,"B"
"cell131",595.711996313184,767.450851621106,"D"
"cell132",574.87219828181,33.2878560293466,"A"
"cell133",77.0643802825361,774.952064268291,"B"
"cell134",35.5405795853585,393.959630047902,"D"
"cell135",642.795492196456,784.817258594558,"B"
"cell136",928.615199634805,33.3322957158089,"C"
"cell137",598.092422354966,366.151578025892,"D"
"cell138",560.900748008862,207.688439870253,"D"
"cell139",526.027723914012,965.912537649274,"C"
"cell140",985.095223877579,564.966007368639,"A"
"cell141",507.641822332516,441.115951864049,"B"
"cell142",682.788078673184,803.868116578087,"D"
"cell143",601.541217649356,165.633277501911,"D"
"cell144",238.868677755818,206.11856225878,"B"
"cell145",258.165926672518,348.586677573621,"C"
"cell146",729.309623362496,450.814907671884,"B"
"cell147",452.570831403136,103.176732780412,"D"
"cell148",175.126768415794,600.618461845443,"A"
"cell149",746.698269620538,100.577907869592,"A"
"cell150",104.987640399486,957.186109153554,"B"
"cell151",864.544949028641,580.974439391866,"A"
"cell152",614.644971676171,168.894380098209,"D"
"cell153",557.159538846463,518.571133259684,"D"
"cell154",328.777319053188,54.3228397145867,"D"
"cell155",453.131445450708,295.023272512481,"C"
"cell156",500.440972624347,32.4744703248143,"D"
"cell157",180.866361130029,413.448404753581,"D"
"cell158",529.630602803081,710.804731585085,"A"
"cell159",75.2757457084954,438.29421675764,"A"
"cell160",277.755932649598,476.030350895599,"C"
"cell161",212.699519237503,379.704721504822,"A"
"cell162",284.790480975062,779.968342510983,"D"
"cell163",895.094102947041,961.577203124762,"C"
"cell164",446.2353233248,443.998414091766,"A"
"cell165",779.984889784828,276.576519012451,"D"
"cell166",880.619034869596,652.874941704795,"D"
"cell167",413.124209502712,754.724035272375,"D"
"cell168",63.8084805104882,588.706381851807,"B"
"cell169",335.487491684034,366.89807055518,"A"
"cell170",723.725946620107,509.391026105732,"B"
"cell171",337.615333497524,144.229113589972,"D"
"cell172",630.414122482762,266.654535662383,"D"
"cell173",840.614554006606,173.820912605152,"B"
"cell174",856.131664710119,896.527295233682,"B"
"cell175",391.35928102769,562.343132682145,"A"
"cell176",380.493885604665,342.454317957163,"B"
"cell177",895.445425994694,283.729680348188,"A"
"cell178",644.315762910992,747.538483235985,"D"
"cell179",741.078648716211,562.850194750354,"C"
"cell180",605.303446529433,565.385995432734,"D"
"cell181",903.081611497328,633.331828983501,"B"
"cell182",293.730155099183,962.586591951549,"A"
"cell183",191.26010988839,768.941204063594,"B"
"cell184",886.450943304226,761.524176690727,"D"
"cell185",503.339485730976,152.72214752622,"A"
"cell186",877.057543024421,367.797967977822,"A"
"cell187",189.193622441962,913.615794153884,"D"
"cell188",758.103052387014,496.350146830082,"D"
"cell189",724.498892668635,27.7347269002348,"D"
"cell190",943.724818294868,450.139385415241,"B"
"cell191",547.646587016061,27.1877180784941,"D"
"cell192",711.743867723271,18.2709295768291,"D"
"cell193",388.905099825934,871.962478850037,"B"
"cell194",100.873126182705,955.188889289275,"C"
"cell195",927.302088588476,892.738419119269,"D"
"cell196",283.232500310987,856.308729154989,"D"
"cell197",590.57315881364,123.533075442538,"D"
"cell198",110.360604943708,221.65473876521,"D"
"cell199",840.507032116875,690.272177569568,"D"
"cell200",317.963684443384,648.772125830874,"C"
"cell201",782.851336989552,91.4451922290027,"A"
"cell202",267.508207354695,595.569584751502,"C"
"cell203",218.645284883678,944.378237938508,"D"
"cell204",516.796836396679,128.65765299648,"D"
"cell205",268.950592027977,524.701888905838,"C"
"cell206",181.168327340856,931.875708047301,"D"
"cell207",518.576137488708,441.982066258788,"D"
"cell208",562.782935798168,401.971613289788,"D"
"cell209",129.156854469329,365.522500360385,"A"
"cell210",256.367604015395,572.829977376387,"B"
"cell211",717.935275984928,106.167400954291,"D"
"cell212",961.409936426207,657.213832018897,"D"
"cell213",100.140846567228,800.479157827795,"C"
"cell214",763.222689507529,160.081139067188,"D"
"cell215",947.966354666278,499.149806331843,"D"
"cell216",818.634688388556,138.865772867575,"D"
"cell217",308.292330708355,688.598210224882,"B"
"cell218",649.579460499808,480.641926405951,"D"
"cell219",953.355451114476,207.81287481077,"B"
"cell220",953.732650028542,717.721335589886,"C"
"cell221",339.979203417897,333.421071292832,"C"
"cell222",262.474110117182,529.427384026349,"B"
"cell223",165.453933179379,593.498748727143,"C"
"cell224",322.168056620285,759.88901196979,"D"
"cell225",510.125206550583,39.695909479633,"A"
"cell226",923.968471353874,631.179952295497,"D"
"cell227",510.959698352963,170.349805383012,"D"
"cell228",305.707359686494,707.256585825235,"B"
"cell229",46.4608869515359,264.722274616361,"B"
"cell230",417.85625834018,80.3224456030875,"D"
"cell231",854.001502273604,713.207269553095,"B"
"cell232",347.230677725747,750.814122147858,"B"
"cell233",131.442320533097,170.225525507703,"B"
"cell234",374.486864544451,214.822159614414,"A"
"cell235",631.420228397474,136.855290038511,"B"
"cell236",390.078933676705,320.704787038267,"D"
"cell237",689.627848798409,659.653313225135,"B"
"cell238",689.413412474096,458.246603375301,"D"
"cell239",554.900623159483,221.783839398995,"D"
"cell240",429.624407785013,49.6916156262159,"D"
"cell241",452.720062807202,842.967495322227,"D"
"cell242",306.443258887157,460.355976829305,"B"
"cell243",578.353944001719,44.669063994661,"D"
"cell244",910.370304249227,330.020109890029,"D"
"cell245",142.604082124308,350.482023321092,"A"
"cell246",415.047625312582,236.220998689532,"C"
"cell247",210.925750667229,209.322826238349,"B"
"cell248",428.750370861962,289.584968937561,"B"
"cell249",132.689975202084,299.830043222755,"C"
"cell250",460.096445865929,893.524003913626,"A"
"cell251",942.957059247419,762.660629115999,"D"
"cell252",761.973861604929,104.02936860919,"A"
"cell253",932.909828843549,758.669548435137,"D"
"cell254",470.678497571498,414.733785670251,"A"
"cell255",603.588067693636,221.03567654267,"D"
"cell256",484.989680582657,6.71869982033968,"D"
"cell257",108.80631650798,30.2505425643176,"D"
"cell258",247.726832982153,250.101836863905,"C"
"cell259",498.514530714601,220.494979294017,"D"
"cell260",372.866708086804,308.080991730094,"A"
"cell261",934.691370232031,908.89258380048,"D"
"cell262",523.986077867448,938.50277364254,"B"
"cell263",317.144671687856,491.904604947194,"D"
"cell264",277.966029476374,168.020266341045,"B"
"cell265",787.540507735685,188.894553110003,"D"
"cell266",702.462512534112,191.555221565068,"B"
"cell267",165.027638664469,503.481938038021,"C"
"cell268",64.4575387705117,81.1121538281441,"A"
"cell269",754.705621628091,794.696550583467,"C"
"cell270",620.410033036023,571.347230114043,"A"
"cell271",169.576766667888,967.687885509804,"B"
"cell272",62.2140523046255,875.76876883395,"A"
"cell273",109.029268613085,705.853160005063,"B"
"cell274",381.716351723298,115.354677662253,"D"
"cell275",169.310914585367,160.992347402498,"D"
"cell276",298.652542056516,335.154334548861,"B"
"cell277",192.209535045549,988.609185442328,"D"
"cell278",257.170021301135,914.078942500055,"B"
"cell279",181.231822818518,535.097180167213,"C"
"cell280",477.313709678128,246.893692528829,"B"
"cell281",770.737042883411,922.346818028018,"A"
"cell282",27.7871224097908,753.48961702548,"A"
"cell283",527.310776989907,903.507313458249,"D"
"cell284",880.319068906829,651.548156049103,"B"
"cell285",373.063371982425,20.77916264534,"A"
"cell286",47.959131654352,95.8790276199579,"D"
"cell287",138.628246728331,949.586964212358,"B"
"cell288",321.492120390758,888.176588574424,"D"
"cell289",154.831611318514,456.23399131,"D"
"cell290",132.228172151372,786.743860924616,"B"
"cell291",221.305927727371,201.026756782085,"B"
"cell292",226.380796171725,312.703200615942,"D"
"cell293",131.41653384082,529.761809390038,"C"
"cell294",981.563460314646,182.999437209219,"B"
"cell295",327.013726811856,532.405641162768,"D"
"cell296",506.939497077838,348.113585729152,"B"
"cell297",681.44251476042,510.24816185236,"D"
"cell298",99.1691031958908,792.195686371997,"A"
"cell299",118.902558228001,441.210551187396,"B"
"cell300",50.4396595060825,286.292243981734,"B"
"cell301",929.253919748589,933.560322737321,"D"
"cell302",673.712232848629,30.4510646965355,"D"
"cell303",94.8578554671258,848.985600750893,"A"
"cell304",492.596120806411,443.182719638571,"A"
"cell305",461.551840649918,632.075233384967,"A"
"cell306",375.216530868784,779.914357000962,"B"
"cell307",991.099219536409,280.473912833259,"D"
"cell308",176.350713707507,123.204056639224,"B"
"cell309",813.435208518058,893.433186924085,"A"
"cell310",68.4466371312737,405.973301967606,"D"
"cell311",400.44974675402,755.108230514452,"B"
"cell312",141.144325723872,110.817262437195,"B"
"cell313",193.309862399474,338.309313636273,"B"
"cell314",841.351716779172,546.49319103919,"A"
"cell315",719.913988374174,312.132046790794,"B"
"cell316",267.212083097547,447.294557001442,"A"
"cell317",495.001644827425,404.281071387231,"D"
"cell318",83.1138978246599,486.564260907471,"D"
"cell319",353.884240612388,439.168035285547,"D"
"cell320",969.208805356175,266.86362712644,"B"
"cell321",624.714189674705,651.877836557105,"D"
"cell322",664.618249749765,239.049473078921,"B"
"cell323",312.489656498656,813.315622741356,"D"
"cell324",405.689612729475,808.244503336027,"B"
"cell325",996.077371528372,589.044747874141,"A"
"cell326",855.082356370986,541.866859653965,"A"
"cell327",953.548396006227,46.5476112440228,"A"
"cell328",812.305092345923,425.855690613389,"A"
"cell329",782.182115828618,640.639821300283,"B"
"cell330",267.878128914163,0.656347954645753,"B"
"cell331",762.151529546827,866.388360504061,"C"
"cell332",986.311589134857,101.045170566067,"A"
"cell333",293.605549028143,95.7397413440049,"D"
"cell334",399.351106956601,777.240371098742,"B"
"cell335",812.131523853168,29.5114114414901,"D"
"cell336",77.1516691893339,342.071880353615,"D"
"cell337",363.696809858084,786.315873963758,"D"
"cell338",442.592467181385,113.462525652722,"D"
"cell339",156.714132521302,350.252757081762,"A"
"cell340",582.205270184204,330.213881796226,"B"
"cell341",970.162178855389,696.676669642329,"B"
"cell342",989.49983343482,353.614302352071,"B"
"cell343",176.452036481351,406.17906791158,"A"
"cell344",542.130424408242,308.029898675159,"D"
"cell345",384.303892031312,959.202934522182,"C"
"cell346",676.164050819352,690.268852747977,"D"
"cell347",269.29377974011,885.739511344582,"B"
"cell348",469.250942347571,935.855139512569,"D"
"cell349",171.800082316622,744.079901603982,"B"
"cell350",369.18946239166,838.446156820282,"D"
"cell351",725.405272562057,799.356783507392,"B"
"cell352",486.149104312062,893.640292342752,"A"
"cell353",63.8024667277932,831.137002911419,"C"
"cell354",784.546229988337,370.750101283193,"B"
"cell355",418.321635806933,871.979765826836,"A"
"cell356",981.018084799871,800.7615969982,"A"
"cell357",282.883955864236,177.284543635324,"D"
"cell358",847.882149508223,163.277692859992,"B"
"cell359",82.2392308618873,944.489105371758,"A"
"cell360",886.458750581369,444.637601496652,"D"
"cell361",471.930730855092,78.3925901632756,"A"
"cell362",109.100963454694,985.571624245495,"D"
"cell363",333.277984522283,15.8382183872163,"B"
"cell364",837.416569236666,494.882507016882,"C"
"cell365",276.849841699004,426.626244327053,"D"
"cell366",587.035141419619,380.065433681011,"C"
"cell367",836.732269730419,736.944383243099,"D"
"cell368",71.1540239863098,279.538352275267,"C"
"cell369",702.778743347153,656.283871969208,"B"
"cell370",698.82453721948,779.726102715358,"D"
"cell371",463.96238100715,722.052505705506,"D"
"cell372",436.931110452861,982.406044378877,"C"
"cell373",562.176787760109,543.322717072442,"D"
"cell374",928.483226336539,659.887838643044,"D"
"cell375",230.466414242983,275.039361324161,"A"
"cell376",221.813754411414,396.944124717265,"A"
"cell377",420.215893303975,559.18457871303,"A"
"cell378",333.520805696025,980.950295459479,"A"
"cell379",864.807550329715,964.966776082292,"C"
"cell380",177.194535732269,218.039868399501,"D"
"cell381",493.31872863695,393.170869676396,"B"
"cell382",429.713366786018,734.2312510591,"A"
"cell383",564.263842999935,691.5888634976,"B"
"cell384",656.162315513939,336.751536931843,"B"
"cell385",978.55406277813,690.481673926115,"D"
"cell386",232.161148451269,153.450242243707,"B"
"cell387",240.811596158892,890.398807590827,"B"
"cell388",796.836083987728,888.446028809994,"C"
"cell389",831.671715015545,138.003347441554,"B"
"cell390",113.507706439123,35.9492159914225,"A"
"cell391",963.312016334385,355.017149820924,"D"
"cell392",147.322899661958,378.946078242734,"A"
"cell393",143.626942764968,614.776698173955,"B"
"cell394",925.229935208336,506.189440609887,"A"
"cell395",507.035602582619,337.955133058131,"D"
"cell396",154.85101705417,329.129653051496,"B"
"cell397",348.302052123472,573.297038441524,"B"
"cell398",659.821025794372,50.710043637082,"B"
"cell399",311.772374436259,400.96298744902,"C"
"cell400",351.573409279808,260.631043696776,"D"
"cell401",147.845706902444,168.699683854356,"D"
"cell402",658.877609064803,59.7310056909919,"D"
"cell403",185.069964500144,52.5821361225098,"B"
"cell404",954.378136899322,972.770247841254,"C"
"cell405",897.848492022604,794.607590185478,"D"
"cell406",943.697054404765,31.6677016671747,"D"
"cell407",723.69075124152,543.284805025905,"B"
"cell408",370.357065927237,17.5970334094018,"A"
"cell409",781.017540255561,776.669898070395,"C"
"cell410",11.149508645758,757.301493315026,"D"
"cell411",940.308712190017,10.5481466744095,"D"
"cell412",993.749226210639,817.91408197023,"B"
"cell413",357.4057451915,856.345876585692,"A"
"cell414",747.635063482448,422.30969760567,"D"
"cell415",792.909023817629,634.29570524022,"C"
"cell416",705.859006382525,418.075025547296,"B"
"cell417",475.825038738549,324.664350133389,"D"
"cell418",494.654526002705,765.787225915119,"A"
"cell419",308.052448788658,704.655513167381,"B"
"cell420",695.012246258557,919.051357079297,"C"
"cell421",822.793305618688,610.136551316828,"B"
"cell422",434.717640746385,55.8548604603857,"D"
"cell423",514.732652809471,736.152135068551,"B"
"cell424",663.010967662558,903.967918362468,"C"
"cell425",143.166586523876,701.814879896119,"B"
"cell426",344.487393740565,577.69950828515,"D"
"cell427",405.763582326472,565.839251037687,"D"
"cell428",85.3110058233142,367.175505962223,"D"
"cell429",932.571928249672,556.92170956172,"D"
"cell430",838.384066708386,897.090169833973,"B"
"cell431",879.433296155185,272.230607224628,"D"
"cell432",935.712467646226,826.333165401593,"D"
"cell433",72.4606334697455,675.995662575588,"D"
"cell434",378.759440500289,899.366909172386,"A"
"cell435",537.864922778681,296.659813495353,"B"
"cell436",105.050138663501,385.464416816831,"A"
"cell437",801.687705563381,905.349676962942,"B"
"cell438",739.641745807603,781.176410615444,"C"
"cell439",52.149013383314,542.550917714834,"B"
"cell440",482.169573195279,826.008492847905,"D"
"cell441",920.51784065552,925.736116012558,"A"
"cell442",41.5284289047122,302.508435444906,"A"
"cell443",293.991799000651,363.235213793814,"C"
"cell444",500.850487267599,960.560950217769,"A"
"cell445",609.748935094103,419.576285406947,"C"
"cell446",264.249049592763,564.239503117278,"C"
"cell447",423.098609549925,800.476333126426,"D"
"cell448",366.563616320491,478.194958763197,"A"
"cell449",942.505322396755,871.663532685488,"C"
"cell450",123.723565135151,701.587424613535,"D"
"cell451",70.0326792430133,128.366638207808,"A"
"cell452",964.317037956789,651.633564848453,"B"
"cell453",442.510108230636,799.508373253047,"B"
"cell454",370.272380299866,240.165151190013,"D"
"cell455",141.185086918995,863.995332969353,"A"
"cell456",54.1904293932021,478.79485716112,"B"
"cell457",657.828069292009,329.74161580205,"B"
"cell458",578.161916695535,995.425615925342,"A"
"cell459",987.101763952523,759.542214451358,"B"
"cell460",603.792401496321,471.064956625924,"B"
"cell461",64.9499187711626,257.584369974211,"B"
"cell462",162.10908186622,383.511227555573,"A"
"cell463",475.397920468822,297.953611938283,"D"
"cell464",1.93283474072814,768.626284319907,"B"
"cell465",441.459143068641,429.740472929552,"A"
"cell466",260.929737240076,655.966898193583,"B"
"cell467",938.413745490834,242.656880989671,"B"
"cell468",715.833283727989,295.184599701315,"D"
"cell469",163.085478357971,929.919361835346,"C"
"cell470",476.188018452376,139.465735759586,"B"
"cell471",690.256722969934,482.361179543659,"B"
"cell472",460.895179538056,801.7257086467,"B"
"cell473",955.14673832804,335.298122605309,"D"
"cell474",712.540122447535,547.300927806646,"B"
"cell475",397.147933254018,50.6137637421489,"D"
"cell476",117.720612091944,685.184835223481,"B"
"cell477",240.11627305299,526.016568532214,"C"
"cell478",863.630566513166,385.4014640674,"B"
"cell479",435.976401669905,218.07816834189,"C"
"cell480",497.868051985279,49.2560362908989,"D"
"cell481",691.927672130987,338.603851385415,"B"
"cell482",760.313281789422,527.54284045659,"D"
"cell483",155.401222640648,360.099533572793,"A"
"cell484",849.457093048841,991.589037002996,"B"
"cell485",946.817819029093,46.35811294429,"A"
"cell486",588.419190375134,71.9018939416856,"D"
"cell487",502.250815276057,676.367230480537,"B"
"cell488",189.779917709529,162.359612528235,"B"
"cell489",1.83685822412372,580.373792676255,"B"
"cell490",877.578062238172,90.7658538781106,"D"
"cell491",134.111337829381,656.09916113317,"D"
"cell492",22.7412241511047,357.506583211944,"B"
"cell493",939.136706059799,194.49135218747,"B"
"cell494",292.948722839355,681.934159249067,"B"
"cell495",164.326574420556,30.5550002958626,"B"
"cell496",399.102555820718,439.074041554704,"C"
"cell497",459.575412096456,973.690321203321,"C"
"cell498",434.030848555267,412.593269953504,"B"
"cell499",517.009826377034,919.769865693524,"A"
"cell500",846.245752647519,98.7638756632805,"B"
"cell501",55.1642864011228,320.667010033503,"A"
"cell502",554.177061188966,526.019062381238,"D"
"cell503",688.275237567723,73.3354249969125,"B"
"cell504",658.057553693652,849.741751793772,"A"
"cell505",663.342725252733,423.058009007946,"C"
"cell506",472.234202548862,988.096073037013,"D"
"cell507",969.528166111559,478.874128777534,"D"
"cell508",402.197062736377,905.694005545229,"D"
"cell509",849.552103783935,18.5059309005737,"D"
"cell510",756.644907407463,192.143822088838,"B"
"cell511",532.601219369099,384.307020576671,"B"
"cell512",874.149660812691,307.436424074695,"D"
"cell513",467.115115607157,528.291253373027,"B"
"cell514",8.12845537438989,728.22568169795,"A"
"cell515",727.76700463146,953.556534368545,"A"
"cell516",716.589478775859,495.994127122685,"D"
"cell517",187.426371034235,132.017247145995,"B"
"cell518",646.067276829854,608.468755614012,"D"
"cell519",541.979279834777,991.868579527363,"A"
"cell520",335.320759797469,94.7096680756658,"D"
"cell521",637.908723205328,895.283457124606,"A"
"cell522",829.201063839719,334.860897623003,"D"
"cell523",708.975198445842,472.178465919569,"C"
"cell524",348.550350870937,177.117969840765,"A"
"cell525",128.327874932438,351.655028294772,"A"
"cell526",388.07848887518,176.559115527198,"A"
"cell527",928.17754833959,653.045778162777,"D"
"cell528",804.390771314502,236.101077171043,"D"
"cell529",758.696807082742,897.164004389197,"D"
"cell530",957.249888917431,339.147608028725,"A"
"cell531",993.913878686726,923.79611171782,"D"
"cell532",606.440994655713,497.738852631301,"A"
"cell533",29.3771654833108,569.84137953259,"B"
"cell534",336.445357883349,736.779738916084,"A"
"cell535",277.658086735755,214.827520074323,"C"
"cell536",117.197550134733,305.312757613137,"B"
"cell537",43.2182590011507,863.499861210585,"B"
"cell538",370.309785706922,195.720054209232,"D"
"cell539",336.87830879353,850.945501588285,"D"
"cell540",173.652553465217,946.970957797021,"C"
"cell541",621.77327950485,274.561112048104,"D"
"cell542",397.843627491966,839.856049511582,"D"
"cell543",955.675768665969,143.855765694752,"A"
"cell544",653.349443105981,757.050371263176,"D"
"cell545",328.743716701865,446.126565570012,"C"
"cell546",197.146713500842,955.431776354089,"D"
"cell547",115.342324832454,635.325060458854,"D"
"cell548",995.965478708968,164.100986905396,"B"
"cell549",379.276725230739,406.969435280189,"B"
"cell550",561.988092726097,979.760026792064,"D"
"cell551",732.718017650768,146.939058788121,"D"
"cell552",870.805552927777,889.985184883699,"D"
"cell553",572.170259663835,196.703487541527,"B"
"cell554",11.0360709950328,620.587071869522,"B"
"cell555",906.315261265263,792.540993075818,"D"
"cell556",770.653631538153,733.79553668201,"B"
"cell557",382.504623383284,751.720339525491,"B"
"cell558",94.0458888653666,524.456359213218,"D"
"cell559",49.6535839047283,629.951623501256,"D"
"cell560",821.162318112329,455.877244705334,"B"
"cell561",829.324304359034,254.004830028862,"D"
"cell562",654.732875758782,57.4859934858978,"B"
"cell563",132.827813038602,435.303197940812,"D"
"cell564",341.80990117602,771.134980488569,"B"
"cell565",731.371578993276,129.155446076766,"D"
"cell566",907.291416078806,983.916262863204,"C"
"cell567",696.196999400854,814.176932908595,"B"
"cell568",241.579222260043,981.680901022628,"B"
"cell569",644.107228610665,36.3396902102977,"D"
"cell570",280.750213656574,567.414059303701,"B"
"cell571",957.636520732194,401.718270266429,"D"
"cell572",158.395956736058,457.046317867935,"B"
"cell573",418.338991701603,403.324390063062,"B"
"cell574",252.009797375649,572.20648182556,"B"
"cell575",94.3902677390724,260.250953026116,"D"
"cell576",827.717769658193,874.087562551722,"B"
"cell577",525.305503746495,993.087251903489,"A"
"cell578",667.747627478093,930.202217539772,"C"
"cell579",408.277759794146,986.528045032173,"C"
"cell580",842.589903390035,658.342666225508,"C"
"cell581",737.305467948318,302.385349525139,"D"
"cell582",348.224401008338,867.420181864873,"B"
"cell583",948.938177432865,671.259561087936,"B"
"cell584",646.679189987481,489.199620904401,"C"
"cell585",35.27776687406,628.5839099437,"C"
"cell586",596.448455704376,690.660070860758,"D"
"cell587",415.318001527339,672.291485359892,"D"
"cell588",76.8970381468534,882.117749424651,"C"
"cell589",528.04887923412,687.738198088482,"A"
"cell590",962.333308532834,999.863459262997,"B"
"cell591",708.740051137283,250.53632655181,"B"
"cell592",553.475703578442,478.466552915052,"C"
"cell593",242.956608999521,15.1006982196122,"D"
"cell594",778.042529011145,252.019782550633,"B"
"cell595",651.940943440422,326.658140635118,"B"
"cell596",830.245703924447,672.132012201473,"B"
"cell597",648.550947429612,748.441303847358,"B"
"cell598",479.835794307292,342.435503611341,"B"
"cell599",495.064105605707,280.259827850387,"C"
"cell600",379.872591467574,737.378113903105,"C"
"cell601",450.485437177122,626.96939567104,"A"
"cell602",814.251750474796,633.54170625098,"C"
"cell603",928.777225781232,215.981491142884,"D"
